"","PreK_Type","Borough","LocName","phone","address","Email","Website","lat","lon","zip","Seats","Length","Meal_Plan","Playspace","Extended_Day_Care","Priority"
"1373","DOE","Staten Island","P.S. 016 John J Driscoll","718-447-0124","80 Monroe Ave","vgallas@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r016",40.6397293,-74.0795821,10301,46,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1374","DOE","Staten Island","P.S. 018 John G Whittier","718-442-0216","221 Broadway","rrodrig18@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r018",40.6365434,-74.1168817,10310,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1375","DOE","Staten Island","P.S. 019 The Curtis School","718-442-3860","780 Post Ave","mpetron@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r019",40.630563,-74.1268879,10310,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1376","DOE","Staten Island","P.S. 022 Graniteville","718-442-2219","1860 Frst Ave","mdonath@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r022",40.6249594,-74.1506485,10303,18,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1377","DOE","Staten Island","P.S. 023 Richmondtown","718-351-1155","30 Natick St","lklemas2@schools.nyc.gov","http://ps23r.org/",40.5706912,-74.133509,10306,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1378","DOE","Staten Island","P.S. 026 The Carteret School","718-698-1530","4108 Victory Blvd","lkump@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r026",40.5915602,-74.1902344,10314,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1379","DOE","Staten Island","P.S. 029 Bardwell","718-556-4400","1581 Victory Blvd","lmanfredi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r029",40.6139436,-74.1162359,10314,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1380","DOE","Staten Island","P.S. 030 Westerleigh","718-442-0462","200 Wardwell Ave","aihne@schools.nyc.gov","http://ps30.org",40.6180283,-74.1331607,10314,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1381","DOE","Staten Island","P.S. 031 William T Davis","718-273-3500","55 Layton Ave","cpatras@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r031",40.6419543,-74.0854572,10301,36,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1382","DOE","Staten Island","P.S. 032 The Gifford School","718-984-1688","32 Elverton Ave","jlarsen3@schools.nyc.gov","http://ps32statenisland.com",40.555229,-74.1541716,10308,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1383","DOE","Staten Island","P.S. 036 J C Drumgoole","718-984-1422","255 Ionia Ave","bbellaf@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r036",40.5432382,-74.1825783,10312,110,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1384","DOE","Staten Island","P.S. 038 George Cromwell","718-351-1225","421 Lincoln Ave","erobles2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r038",40.574938,-74.099425,10306,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1385","DOE","Staten Island","P.S. 039 Francis J Murphy Jr.","718-447-4543","71 Sand Ln","twright2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r039",40.5976133,-74.0714051,10305,18,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1386","DOE","Staten Island","P.S. 041 New Dorp","718-351-6777","216 Clawson St","efeldma2@schools.nyc.gov","http://ps41.schoolwires.net",40.5739225,-74.1090805,10306,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1387","DOE","Staten Island","P.S. 042 Eltingville","718-984-3800","380 Genesee Ave","bsharke@schools.nyc.gov","http://ps42.org",40.552214,-74.16904,10312,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1388","DOE","Staten Island","P.S. 044 Thomas C Brown","718-442-0433","80 Maple Pkwy","wwilliams4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r044",40.6315864,-74.1570676,10303,84,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1389","DOE","Staten Island","P.S. 045 John Tyler","718-442-6123","58 Lawrence Ave","mpoli@schools.nyc.gov","http://ps45r.org",40.6283058,-74.1075161,10310,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1390","DOE","Staten Island","P.S. 046 Albert V Maniscalco","718-987-5155","41 Reid Ave","amaffeo@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r046",40.5942107,-74.0805212,10305,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1391","DOE","Staten Island","P.S. 048 William C Wilcox","718-447-8323","1050 Targee St","jmammol@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r048",40.6028354,-74.0919815,10304,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1392","DOE","Staten Island","P.S. 050 Frank Hankinson","718-987-0396","200 Adelaide Ave","jsantello@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r050",40.5614875,-74.1249262,10306,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1393","DOE","Staten Island","P.S. 052 John C Thompson","718-351-5454","450 Buel Ave","jmccord@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r052",40.5824372,-74.0886964,10305,54,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1394","DOE","Staten Island","P.S. 053 Bay Terrace","718-987-8020","330 Durant Ave","aesposi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r053",40.5521285,-74.137382,10308,84,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Coast Guard families"
"1395","DOE","Staten Island","P.S. 054 Charles W Leng","718-698-0600","1060 Willowbrook Rd","kcatanz@schools.nyc.gov","http://ps54ladybugs.org",40.6027789,-74.137628,10314,72,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1396","DOE","Staten Island","P.S. 055 Henry M Boehm","718-356-2211","54 Osborne St","ldeforest@ps55.org","http://schools.nyc.gov/schoolportals/31/r055",40.536389,-74.1634219,10312,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1397","DOE","Staten Island","P.S. 056 The Louis Desario School","718-605-1189","250 Kramer Ave","dscali@schools.nyc.gov","http://ps56r.org",40.5419596,-74.2139675,10309,72,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Contact agency","None"
"1398","DOE","Staten Island","P.S. 057 Hubert H Humphrey","718-447-1191","140 Palma Dr","klindpo@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r057",40.611011,-74.0835877,10304,84,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1399","DOE","Staten Island","Space Shuttle Columbia School","718-761-2155","77 Marsh Ave","mlamort@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r058",40.5830656,-74.1606873,10314,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1400","DOE","Staten Island","The Harbor View School","718-390-2190","300 Richmond Ter","CMongie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r059",40.6477881,-74.0832497,10301,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1401","DOE","Staten Island","P.S. 060 Alice Austen","718-761-3325","55 Merrill Ave","dbonanno@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r060",40.6105562,-74.1623285,10314,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1402","DOE","Staten Island","P.S. 62","718-935-3615","644 Bloomingdale Rd","LSarnic@schools.nyc.gov","",40.5413375,-74.2178302,10309,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1403","DOE","Staten Island","P.S. 065 The Academy Of Innovative Learning","718-981-5034","98 Grant St","nsantaliz@schools.nyc.gov","http://ps65r.org",40.6337087,-74.078261,10301,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1404","DOE","Staten Island","P.S. 069 Daniel D Tompkins","718-698-6661","144 Keating Pl","mgoodman2@schools.nyc.gov","http://ps69.org",40.5912272,-74.1575603,10314,18,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1405","DOE","Staten Island","P.S. 078","718-442-3094","100 Tompkins Ave","lbrusch@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r078",40.622418,-74.079229,10304,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1406","DOE","Staten Island","The Michael J Petrides School","718-815-0186","715 Ocean Ter","jbuckhe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r080",40.6084411,-74.1052619,10301,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
"1407","DOE","Staten Island","Staten Island School Of Civic Leadership","718-697-5250","280 Regis Dr","dnilsen@schools.nyc.gov","http://schools.nyc.gov/schoolportals/31/r861",40.620326,-74.164432,10314,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Contact agency","None"
"1408","NYCEEC","Staten Island","Academy Of St. Dorothy","718-351-0939","1305 Hylan Blvd","Srlisa@academyofstdorothy.org","http://academyofstdorothy.org",40.597552,-74.086062,10305,18,"5-Hour","Snacks","Outdoor (onsite)","Offered","None"
"1409","NYCEEC","Staten Island","Community Resources Preschool","718-568-3105","3651 Richmond Rd","j.smith@cr-si.org","http://cr-si.org",40.572498,-74.1431039,10306,26,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1410","NYCEEC","Staten Island","Our Lady Help Of Christians","718-984-1360","23 Smt St","si305@adnyeducation.org","",40.613424,-74.075527,10307,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1411","NYCEEC","Staten Island","Our Lady Of Mount Carmel St. Benedicta","718-981-5131","285 Clove Rd","si306@adnyeducation.org","http://olmcsb.org",40.6330932,-74.1253889,10310,20,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1412","NYCEEC","Staten Island","Our Lady Queen Of Peace School","718-351-0370","22 Steele Ave","Si307@adnyeducation.org","http://olqpsi.com",40.5759743,-74.1180434,10306,20,"Full Day","Snacks","Indoor/Outdoor (onsite) ","Not offered","None"
"1413","NYCEEC","Staten Island","Sacred Heart School","718-442-0347","301 North Burgher Ave","info@sacredheartschoolsi.org","http://sacredheartschoolsi.org",40.6337721,-74.1139923,10310,54,"Full Day","Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1414","NYCEEC","Staten Island","St. Ann School","718-351-4343","125 Cromwell Ave","BERNADETTE.FICCHI@ARCHNY.ORG","",40.5909947,-74.0968932,10304,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1415","NYCEEC","Staten Island","St. Charles School","718-987-0200","200 Penn Ave","StCharlesSchoolSI@gmail.com","http://saintcharlesschoolsi.org",40.5635686,-74.1181468,10306,40,"Full Day","Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","None"
"1416","NYCEEC","Staten Island","St. Christopher School","718-351-0902","15 Lisbon Pl","Catherine.Falabella@archny.org","http://stchristophersi.com",40.5818765,-74.1087762,10306,60,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1417","NYCEEC","Staten Island","St. John's Ev Preschool","718-761-1858","663 Mnr Rd","Tsokolprek@gmail.com","http://stjohnslutheransi.org",40.6109125,-74.1210927,10314,36,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1418","NYCEEC","Staten Island","St. Patrick's","718-979-8815","3560 Richmond Rd","si325@adnyeducation.org","http://school.stpatrickssi.org/public/default.aspx",40.5722505,-74.1394978,10306,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1419","NYCEEC","Staten Island","St. Peter - St. Paul School","718-447-1796","129 Clinton Ave","Margaret.Annunziata@archny.org","http://stpeterstpaulschoolsi.org",40.641474,-74.0974736,10301,60,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1420","NYCEEC","Staten Island","St. Rita School","718-761-2504","30 Wellbrook Ave","kathryn.franta@archny.org","",40.6047393,-74.1310332,10314,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1421","NYCEEC","Staten Island","St. Teresa Of The Infant Jesus","718-448-9650","1632 Victory Blvd","catherine.dempsey@archny.org","http://saintteresaschool.com",40.6129408,-74.1176699,10314,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1422","NYCEEC","Staten Island","The Gingerbread Learning Center","718-356-0008","80 Woodrow Rd","dennisdino73@aol.com","http://gingerbreadlctr.com",40.5630425,-74.1804959,10312,28,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1423","NYCEEC","Staten Island","United Cerebral Palsy Of New York City, Inc.","718-442-6006","281 Prt Richmond Ave","lvoluz@ucpnyc.org","http://ucpnyc.org",40.6341819,-74.1355229,10302,16,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Not offered","None"
"1424","NYCEEC","Staten Island","Children's Aid Society Richmond ELC","917-426-0300","159 Broadway","gvignola@childrensaidsociety.org","http://childrensaidsociety.org",40.637566,-74.117104,10310,96,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Income and other eligibility requirements apply"
"1425","NYCEEC","Staten Island","Staten Island Mental Health Society III","718-816-5168","10 Kingsley Pl","CGThevenot@aol.com","http://simhs.org",40.6359366,-74.088981,10301,68,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Income and other eligibility requirements apply"
"1426","NYCEEC","Staten Island","Jewish Community Center Of Staten Island","718-475-5286","485 Victory Blvd","dgallis@sijcc.com","http://sijcc.org",40.6307073,-74.0888461,10301,54,"Full Day","Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1427","NYCEEC","Staten Island","Little Lamb Preschool","718-448-7774","2 Gridley Ave","llpresch@gmail.com","",40.6313706,-74.1594501,10303,16,"5-Hour","Breakfast","Indoor/Outdoor (onsite) ","Not offered","None"
"1428","NYCEEC","Staten Island","Bumblebees - R - Us","718-494-4448","2734 Victory Blvd","info@bumblebeesrus.com","http://bumblebeesrus.com",40.6086996,-74.1526954,10314,36,"Both Half Day and 5-Hour","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1429","NYCEEC","Staten Island","Busy Beach Day Care Inc.","718-667-2861","777 Seaview Ave Building 11","theresa.folino@omh.ny.gov","http://busybeachdaycare.org",40.5819188,-74.0804776,10305,10,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1430","NYCEEC","Staten Island","CAS SI Family Services Center","718-273-5305","465 Villa Ave","jagius@childrensaidsociety.org","http://childrensaidsociety.org",40.6293021,-74.1426771,10302,30,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Not offered","None"
"1431","NYCEEC","Staten Island","Foch","917-567-3545","195 Gordon St","jhamilton2525@yahoo.com","http://fochdaycare.org",40.6229828,-74.0819912,10304,54,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Not offered","Income and other eligibility requirements apply"
"1432","NYCEEC","Staten Island","Castleton Hill Moravian Preschool","718-442-5350","1657 Victory Blvd","mtobia@castletonhillpreschool.com","http://castletonhillpreschool.com",40.6137666,-74.1191837,10314,36,"5-Hour","Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1433","NYCEEC","Staten Island","Staten Island Pre - School","718-667-9235","145 Ross Ave","Casips@aol.com","",40.572179,-74.117924,10306,18,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1434","NYCEEC","Staten Island","Islander's Kids","718-979-5331","219 Jefferson Ave","elfridman@yahoo.com","",40.5819222,-74.098854,10306,36,"5-Hour","Contact agency","Contact agency","Contact agency","None"
"1435","NYCEEC","Staten Island","Smiles Around Us","718-475-5234","3854 Hylan Blvd","abruckmeir@sijcc.com","",40.5451342,-74.142697,10308,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1436","NYCEEC","Staten Island","Sisters Of St. John The Baptist Inc.","718-447-4150","57 Cleveland Pl","upksjva@sjva.org","http://sjva.org",40.6012163,-74.0687077,10305,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1437","NYCEEC","Staten Island","Rose Group Family Day Care I","718-913-0327","104 Birch Rd","sbuttrosedaycare@gmail.com","",40.624176,-74.165778,10303,12,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1438","NYCEEC","Staten Island","4 Angels Day Care, Inc.","718-876-6498","245 Simonson Ave","my4angelsdaycareinc@msn.com","http://4angelsdaycareinc.com",40.6304502,-74.1521395,10303,13,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Offered","None"
"1439","NYCEEC","Staten Island","Holy Rosary School","718-447-6209","100 Jerome Ave","efracchiolla@holyrosaryschoolsi.org","http://holyrosaryschoolsi.org",40.5952985,-74.0755491,10305,90,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1440","NYCEEC","Staten Island","St. Adalbert's School","718-442-2020","355 Morningstar Rd","Jbadillo.upk@aol.com","http://stadalbertschool.com",40.6295598,-74.1470378,10303,40,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Offered","None"
"1441","NYCEEC","Staten Island","Big Birds Playhouse Corp.","718-982-0550","1859 Richmond Ave","dinamarie812@aol.com","http://bigbirdsplayhouse.com",40.6024637,-74.1626692,10314,72,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1442","NYCEEC","Staten Island","Friends Preschool","718-984-5194","610 Bloomingdale Rd","friendspreschool@verizon.net","",40.5403204,-74.2180063,10309,14,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1443","NYCEEC","Staten Island","Castle Day Care II, Inc.","718-448-5439","211 Canal St","castledaycare2@verizon.net","",40.6251478,-74.0799063,10304,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1444","NYCEEC","Staten Island","Castle Day Care, Inc.","718-447-3140","1141 Castleton Ave","castledaycare@si.rr.com","http://castledaycaresiny.com",40.6344633,-74.1204424,10310,26,"Full Day","Breakfast/Lunch","Outdoor (onsite/offsite)","Offered","None"
"1445","NYCEEC","Staten Island","Child Study Center Of New York","718-442-8588","285 Clove Rd","Oledgister@cscofny.org","http://cscofny.org",40.6330932,-74.1253889,10310,65,"Both Full and Half Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Not offered","None"
"1446","NYCEEC","Staten Island","Children's Harbor Montessori School","718-442-6112","1000 Richmond Ter","childharborms@aol.com","",40.6426309,-74.1019174,10301,27,"5-Hour","Contact agency","Contact agency","Contact agency","None"
"1447","NYCEEC","Staten Island","The Foresight School","718-761-6060","2221 Richmond Ave","werforesight@aol.com","",40.5927624,-74.1623748,10314,88,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1448","NYCEEC","Staten Island","High Hopes Of Staten Island, Inc.","718-317-8143","1298 Woodrow Rad","admin@highhopeschildcare.com","http://highhopeschildcare.com",40.5414294,-74.2082093,10309,20,"Full Day","Contact agency","Outdoor (onsite)","Offered","None"
"1449","NYCEEC","Staten Island","Jewish Community Center Of Staten Island","718-475-5225","1466 Mnr Rd","bhoward@sijcc.com","http://sijcc.org",40.594799,-74.1263681,10314,44,"Full Day","Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1450","NYCEEC","Staten Island","Jewish Community Center Of Staten Island","718-475-5224","1297 Arthur Kill Rd","jhoward@sijcc.com","http://sijcc.org",40.5658225,-74.183603,10312,62,"Full Day","Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1451","NYCEEC","Staten Island","Mini World Preschool","718-948-9535","7516 Amboy Rd","miniworld2001@aol.com","http://miniworldpreschool.com",40.50922,-74.246388,10307,18,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1452","NYCEEC","Staten Island","Mission Of The Immaculate Virgin","718-317-2849","6581 Hylan Blvd","bmazzola@mountloretto.org","http://mountloretto.org",40.512355,-74.22243,10309,33,"Full Day","Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1453","NYCEEC","Staten Island","Stepping Stones Preschool","718-948-4878","5394 Amboy Rd","rnbow04456@aol.com","http://steppingstonepreschool.org",40.532743,-74.189566,10312,80,"Full Day","Snacks","Outdoor (onsite)","Offered","None"
"1454","NYCEEC","Staten Island","Small World Pre - School","718-356-7795","144 Bloomingdale Rd","KdsRMyBiz@aol.com","http://smallworldpreschoolsi.com",40.5276372,-74.2167298,10309,54,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1455","NYCEEC","Staten Island","South Shore Toddler Academy","718-356-3563","11 Sampson Ave","sicsprek@aol.com","",40.5524141,-74.1495387,10308,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1456","NYCEEC","Staten Island","The Tanglewood Montessori","718-967-2424","15 Tanglewood Dr","tanglewoodschool123@gmail.com","",40.5672544,-74.1516032,10308,53,"Full Day","Contact agency","Outdoor (onsite)","Offered","None"
"1457","NYCEEC","Staten Island","Children's Playhouse","718-761-0129","85 Monahan Ave","childrenplay@aol.com","",40.588688,-74.149384,10314,60,"Full Day","Contact agency","Outdoor (onsite)","Offered","None"
"1458","NYCEEC","Staten Island","College Of Staten Island - The Children's Center","718-982-3190","2800 Victory Blvd","childrenscenter@csi.cuny.edu","http://csi.cuny.edu",40.5996606,-74.1497654,10314,20,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1459","NYCEEC","Staten Island","Wonder Years Preschool, The","718-987-7596","381 Seaver Ave","vfwonderyears@aol.com","http://wonderyearspreschoolsi.com",40.5813192,-74.0923053,10305,49,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1460","NYCEEC","Staten Island","Yeled V'Yalda Silver Lake I Head Start","718-815-4488","10 Gregg Pl","cdeflorio@yeled.org","http://yeled.org",40.6318541,-74.099531,10301,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1461","NYCEEC","Staten Island","Yeled V'Yalda / Silver Lake Head Start II","718-720-0090","20 Park Hl Cir","dvazquez@yeled.org","http://yeled.org",40.6161314,-74.0779159,10304,40,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1462","NYCEEC","Staten Island","SI YMCA Nursery - North","718-981-4933","651 Broadway","asicuranza@YMCAnyc.org","http://ymcanyc.org",40.6253717,-74.1136414,10310,36,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1463","NYCEEC","Staten Island","SI YMCA Nursery - South","718-227-3200","3939 Richmond Ave","bschiuma@YMCAnyc.org","http://ymcanyc.org",40.5425443,-74.1627386,10312,72,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1464","NYCEEC","Staten Island","Richmond Hill Children's Center","718-494-7422","501 Richmond Hl Rd,","rhcc@verizon.net","http://rhccny.com",40.5811932,-74.1530526,10314,51,"Full Day","Contact agency","Outdoor (onsite)","Offered","None"
"1465","NYCEEC","Staten Island","Staten Island Mental Health Society Head Start","718-494-0400","166 Lockman Ave","Lferrigno@sinhs.org","http://simhs.org",40.6330755,-74.161683,10303,38,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","Income and other eligibility requirements apply"
"1466","NYCEEC","Bronx","Howard Haber ELC","718-409-1450","2300 Westchester Ave","Francine.Rykman@ahrcnyc.org","http://schools.ahrcnyc.org",40.8349857,-73.8479694,10462,12,"Full Day","Lunch","Indoor/Outdoor (onsite) ","Not offered","None"
"1467","NYCEEC","Staten Island","Staten Island Head Start","718-420-6138","16 Osgood Ave","amelendez@simhs.org","http://simhs.org",40.61878,-74.0853667,10304,72,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"1468","NYCEEC","Staten Island","Staten Island Head Start","718-987-7755","44 Dongan Hls Ave","lchernoff@simhs.org","http://simhs.org",40.5876782,-74.1009114,10306,57,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1469","NYCEEC","Staten Island","Rabbi Jacob Joseph School","718-982-8745","400 Caswell Ave","leahleeder@gmail.com","",40.614497,-74.150426,10314,40,"5-Hour","Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1470","NYCEEC","Staten Island","Lemon Tree","718-370-2292","341 Elvin St","Lemontreedaycare@aol.com","",40.6028095,-74.12136,10314,40,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1471","NYCEEC","Staten Island","Cbi Academy Preschool","718-987-6200","45 Twombly Ave","teach0715@aol.com","http://cbiacademy.com",40.558924,-74.132871,10306,15,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1472","NYCEEC","Staten Island","J & J Academy","718-698-0280","55 Wyona Ave","info@jjacademy.org","http://jjacademy.org",40.6104508,-74.1490872,10314,36,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"1473","NYCEEC","Staten Island","Staten Island Children's Academy","718-227-2500","50 Osage Ln","","http://sichildrensacademy.com",40.5328238,-74.1607721,10312,60,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"1474","NYCEEC","Staten Island","Hylan Day Care, Inc.","718-351-2705","2346 Hylan Blvd","hylandaycare1@yahoo.com","http://hylandaycare.com",40.5735172,-74.1063076,10306,37,"Full Day","Contact agency","Indoor/Outdoor (onsite) ","Offered","None"
"1475","NYCEEC","Staten Island","Hugs & Kiddies","718-273-6141","140 Harvest Ave","hugsandkiddies@gmail.com","http://hugsnkiddies.com",40.6272343,-74.1098352,10310,16,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1476","NYCEEC","Staten Island","Prodigy Preschool / Staten Island Skating Pavilion","718-948-4800","3080 Arthur Kill Rd","caryl.stingo@gmail.com","http://pavilionprodigypreschool.com",40.543785,-74.232298,10309,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1477","NYCEEC","Staten Island","Ivy League Early Learning Academy","718-982-0202","1779 Richmond Ave","statenisland@ivyleagueearlylearning.com","http://ivyleagueearlylearning.com",40.6048193,-74.1617963,10314,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1478","NYCEEC","Staten Island","Blessed Sacrament Early Childhood Academy","718-442-3090","840 Delafield Ave","JOSEPH.COCOZELLO@ARCHNY.ORG","",40.6278336,-74.1266501,10310,72,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1479","NYCEEC","Staten Island","Alphabet Ac","917-846-8289","65 Foster Rd","vitashka@gmail.com","",40.5287709,-74.2019425,10309,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"1480","DOE","Bronx","P.S. 001 Courtlandt School","718-292-9191","335 East 152 St","dgalarza@schools.nyc.gov","http://ps1x.org",40.8191006,-73.9194097,10451,36,"Full Day","Breakfast/Lunch","Indoor/Outdoor (onsite) ","Contact agency","None"
