LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,zip,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
X357,DOE,X,Young Voices Academy Of The Bronx,,718-794-4080,800 Lydig Ave,10462,1,36,1021967,250517,ncruz8@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x357,2,3,3,11X357
X359,DOE,X,Concourse Village Elementary School,,718-402-7503,750 Concourse Vlg West,10451,1,24,1005524,239082,asorden@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x359,2,3,3,07X359
X360,DOE,X,P.S. 360,,718-548-1511,2880 Kingsbridge Ter,10463,1,46,1011283,257987,mrojaspolite@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x360,7,3,3,10X360
X369,DOE,X,Young Leaders Elementary School,,718-292-7391,468 East 140 St,10454,1,28,1006464,234126,aponte13@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x369,3,3,3,07X369
X386,DOE,X,School For Environmental Citizenship,,718-563-3292,125 East 181 St,10453,1,80,1010935,250846,lfox2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x386,2,3,3,10X386
X392,DOE,X,Bronx Delta School,,718-935-3621,650 Hollywood Ave,10465,1,36,1034611,240528,info@bronxdelta.com,http://bronxdelta.com,2,3,3,08X392
X394,CHARTER,X,Little Haven @ Mott Haven Academy Charter School,,718-292-7015,170 Brown Pl,10454,1,36,1006134,233057,info@havenacademy.org,http://havenacademy.org/littlehaven/,7,3,2,07X394
X396,DOE,X,P.S. 396,,718-294-0862,1930 Andrews Ave,10453,1,28,1008316,250639,ntine@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x396,3,3,3,10X396
X443,DOE,X,The Family School,,718-538-3266,1116 Sheridan Ave,10456,1,36,1006991,242302,plee7@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x443,5,9,3,09X443
X449,DOE,X,Grant Avenue Elementary School,,718-681-6288,250 East 164 St,10456,1,18,1007083,241086,kerat@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x449,2,3,3,09X449
X458,DOE,X,Samara Community School,,718-935-3448,1550 Vyse Ave,10460,1,36,1015449,243177,info@samaracommunityschool.org,http://samaracommunityschool.org,3,3,3,12X458
X463,DOE,X,Urban Scholars Community School,,718-842-8133,1180 Tinton Ave,10456,1,28,1011856,241080,djones51@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x463,2,3,3,12X463
X487,Charter,X,Girls And Boys Preparatory Charter School Of The Bronx,,212-346-6000,441 East 148 St,10455,1,54,1007430,236124,emattey@publicprep.org,,5,9,3,08X487
X491,CHARTER,X,Academic Leadership Charter School,,718-585-4215,677 East 141 St,10454,1,54,1008343,233547,lvarghese07@gmail.com,http://alcsbronx.org,5,9,3,07X491
X531,DOE,X,Archer Elementary School,,718-828-3791,1827 Archer St,10460,1,18,1021279,244639,zhaviland@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x531,2,3,3,12X531
X536,DOE,X,P.S. 536,,718-931-4270,1827 Archer St,10460,1,18,1021269,244708,smedina10@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x536,2,3,3,12X536
X554,CHARTER,X,NYC Montessori Charter School,,347-226-9094,423 East 138th St,10454,1,52,1005958,233986,andujar@nycmcs.org,http://nycmcs.org,3,4,1,07X554
X555,DOE,X,Mount Eden Children's Academy,,718-294-8155,1501 Jerome Ave,10452,1,54,1007400,246313,ipayan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x555,2,3,3,09X555
X567,DOE,X,Linden Tree Elementary School,,718-239-7401,1560 Purdy St,10462,1,18,1024930,244813,ldebonis@schools.nyc.gov,http://lindentreepta.weebly.com,2,2,3,11X567
X691,DOE,X,Bronx Little School,,718-792-2650,1827 Archer St,10460,1,18,1021292,244573,jgordon7@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x691,3,7,3,12X691
X718,CHARTER,X,Bronx Charter School For Better Learning,,718-655-6660,3740 Baychester Ave,10466,1,18,1028544,261528,dtamulonis1@bronxbetterlearning.org,http://bronxbetterlearning.org,3,3,2,11X718
XAAA,NYCEEC,X,Harry H Gordon School Annex ( NYL ),,718-838-5993,1180 East 214 St,10469,1,16,1025187,258436,karen.griffoul@yai.org,,5,9,3,11XAAA
XAAC,NYCEEC,X,Puerto Rican Family Institute Bronx Head Start,,718-991-5590,1423 Prospect Ave,10459,1,54,1012816,242679,cfontanez@prfi.org,,5,9,3,12XAAC
XAAH,NYCEEC,X,Amalgamated Nursery School,,718-543-8688,3980 Orloff Ave,10463,1,35,1014084,261453,amalgamatedns@yahoo.com,http://amalgamatednurseryschool.com,5,2,1,10XAAH
XAAS,NYCEEC,X,Bronxdale Nursery,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-991-8315,1065 Bch Ave,10472,1,32,1021459,240553,mscrosleyp@gmail.com,,3,7,1,12XAAS
XAAX,NYCEEC,X,Christ The King School,,718-538-5959,1345 Grand Concourse,10452,1,54,1007665,244411,ctk_braswell@hotmail.com,http://christthekingbronx.org,3,3,2,09XAAX
XABI,NYCEEC,X,Shining Stars UPK,,718-823-2393,3573 Bruckner Blvd,10461,1,30,1031819,248959,alexandra.lacas@gai-edu.org,http://greekamericaninstitute.org,2,3,1,08XABI
XABK,NYCEEC,X,Holy Cross School,,718-842-4492,1846 Randall Ave,10473,1,90,1022814,236982,UPKAdmit@holycrossbx.org,,3,3,1,08XABK
XABL,NYCEEC,X,Holy Family School,,718-863-7280,2169 Blackrock Ave,10472,1,72,1025519,241386,b203@adnyedcuation.org,http://hfsflushing.org,3,3,2,08XABL
XABM,NYCEEC,X,Holy Rosary School,,718-652-1838,1500 Arnow Ave,10469,1,120,1027856,255340,deev16@verizon.net,http://holyrosaryschoolbronx.org,3,4,1,11XABM
XABT,NYCEEC,X,Immaculate Conception School,,718-547-3346,760 East Gun Hl Rd,10467,1,36,1021927,258568,b207@adnyeducation.org,http://schoolofimmaculateconception.org,5,9,3,11XABT
XACE,NYCEEC,X,Nativity Of Our Blessed Lady,,718-324-2188,3893 Dyre Ave,10466,1,58,1030814,263142,b208@adnyeducation.org,http://nativityofourblessedlady.org,3,7,1,11XACE
XACF,NYCEEC,X,New Covenant Christian School,,718-519-8884,1497 Needham Ave,10469,1,72,1026190,259986,dappia@ncchristianschool.org,,5,9,3,11XACF
XACJ,NYCEEC,X,Our Lady If The Assumption School,,718-829-1706,1617 Parkview Ave,10461,1,54,1032045,247331,b210@adnyeducation.org,http://olassumptionbronx.org,5,9,3,08XACJ
XACK,NYCEEC,X,Our Lady Of Grace School,,718-547-9918,3981 Bronxwood Ave,10466,1,72,1024361,262183,principal@olgschoolbronx.com,http://olgschoolbronx.com,3,3,1,11XACK
XACM,NYCEEC,X,Our Lady Of Mount Carmel,,718-295-6080,2465 Bathgate Ave,10458,1,92,1014990,252015,olmcsecy@gmail.com,http://mtcarmelschoolbronx.org,2,4,2,10XACM
XACR,NYCEEC,X,Regent School,,718-653-2900,719 East 216 St,10467,1,18,1022122,260407,dteshuva@amcearlylearn.com,,5,9,3,11XACR
XACX,NYCEEC,X,St. Angela Merici School,,718-293-3365,266 East 163rd St,10451,1,90,1006885,240691,b221@adnyeducation.org,,5,9,3,09XACX
XACY,NYCEEC,X,St. Ann - Our Lady Of Mount Carmel Annex,,718-655-3449,3511 Bainbridge Ave,10467,1,36,1017830,260531,lflores@saintannschoolbx.org,,2,1,1,10XACY
XADH,NYCEEC,X,St. Brendan School,,718-653-2292,268 East 207th St,10467,1,36,1018077,258240,stbrendanschoolbronx@gmail.com,http://stbrendanschoolbronx.org,4,3,2,10XADH
XADJ,NYCEEC,X,St. Clare Of Assisi School,,718-892-4080,1911 Hone Ave,10461,1,160,1023890,249407,theresa.bivona@archny.org,http://stclareofassisischool.org,2,3,1,11XADJ
XADL,NYCEEC,X,St. Francis De Chantal School,,718-892-5359,2962 Harding Ave,10465,1,54,1036143,236729,earlychildhood.education@archny.org,http://sfdchantalschool.org,5,9,3,08XADL
XADN,NYCEEC,X,St. Francis Of Assisi School,,718-994-4650,4300 Baychester Ave,10466,1,54,1027113,266168,assistantprincipal@sfabx.com,http://sfabx.com,3,3,1,11XADN
XADO,NYCEEC,X,St. Francis Xavier School,,718-863-0531,1711 Haight Ave,10461,1,116,1025058,248405,sfxupk@gmail.com,http://sfxschool.net,3,4,1,11XADO
XADQ,NYCEEC,X,St. Helena School,,718-892-3234,2050 Benedict Ave,10462,1,80,1024186,243295,b239@adnyeducation.org,http://sthelenaelementary.com,5,9,3,11XADQ
XADT,NYCEEC,X,St. John Chrysostom School,,718-328-7226,1144 Hoe Ave,10459,1,92,1014501,240707,b243@adnyeducation.org,http://sjchrysostom.org,3,3,1,12XADT
XADV,NYCEEC,X,St. John School,,718-548-0255,3143 Kingsbridge Ave,10463,5,72,1010258,260215,b242@adnyeduction.org,http://stjohnschoolbronx.org,2,3,1,10XADV
XADW,NYCEEC,X,St. Joseph School,,718-583-9432,1946 Bathgate Ave,10457,1,120,1012864,248084,b245@adnyeducation.org,,5,9,3,09XADW
XADY,NYCEEC,X,St. Lucy School,,718-882-2203,830 Mace Ave,10467,1,148,1022436,253681,minneci@stlucys.org,http://stlucys.org,3,3,1,11XADY
XADZ,NYCEEC,X,St. Luke School,,718-585-0380,608 East 139th St,10454,1,36,1007753,233114,b247@adnyeducation.org,http://stluke138.org,5,9,3,07XADZ
XAEB,NYCEEC,X,St. Margaret Of Cortona,,718-549-8580,452 West 260th St,10471,1,92,1011055,270141,principal@stmargaretschoolriverdale.com,http://stmargaretschoolriverdale.com,7,3,1,10XAEB
XAZD,NYCEEC,X,A House On Beekman Preschool,,972-841-8120,390 Jackson Ave,10454,1,14,1009045,233984,sloan@ahouseonbeekman.org,,5,9,3,07XAZD
XAEF,NYCEEC,X,St. Mary School,,718-547-0500,3956 Carpenter Ave,10466,1,72,1022009,262865,slater15fisher@aol.com,http://stmaryschoolbx.org,3,3,1,11XAEF
XAEH,NYCEEC,X,St. Philip Neri School,,718-365-8806,3031 Grand Concourse,10468,1,36,1015416,257686,b256@adnyeducation.org,http://stphilipneribronx.org,5,9,3,10XAEH
XAEL,NYCEEC,X,St. Raymond Elementary,,718-597-3232,2380 East Tremont Ave,10462,1,72,1024568,246118,patricia.brito@archny.org,,5,9,3,11XAEL
XAEN,NYCEEC,X,St. Simon Stock Elementary School,,718-367-0453,2195 Valentine Ave,10457,1,36,1012174,250892,Angela.Ceparano@archny.org,http://stsimonstockschool.org,5,9,3,10XAEN
XAEO,NYCEEC,X,St. Theresa,,718-792-3688,2872 Sttheresa Ave,10461,1,92,1030340,248745,b262@adnyeducation.org,http://sttheresaschoolbronx.org,7,3,1,08XAEO
XAEP,NYCEEC,X,St. Thomas Aquinas School,,718-893-7600,1909 Daly Ave,10460,1,90,1016092,245540,b263@adnyeducation.org,,5,9,3,12XAEP
XAEW,NYCEEC,X,"Learning Tree, The",,718-944-0960,801 Bartholdi St,10467,1,72,1022274,257708,msjoyce@tltprep.org,http://learningtreeprep.org,3,2,1,11XAEW
XAFA,NYCEEC,X,UCP / Nyc's Bronx Children's Program,,718-652-9790,1770 Stillwell Ave,10469,1,16,1029987,251601,bellman@ucpnyc.org,http://ucpnyc.org,2,3,2,11XAFA
XAFB,NYCEEC,X,"Villa Maria Academy, Inc.",,718-824-3260,3335 Country Clb Rd,10465,1,54,1035029,245985,teresa.barton@archny.org,http://vma-ny.org,7,7,2,08XAFB
XAFG,NYCEEC,X,Little Stars III,,347-947-3171,1420 Burke Ave,10469,1,58,1026812,257106,lstarsthree@aol.com,http://littlestarspreschools.com,3,7,1,11XAFG
XAFK,NYCEEC,X,Phipps Neighborhoods Daly Avenue ECEC,,718-364-2496,921 East 180 St,10460,1,72,1017104,247006,KMORRIS@PHIPPSNY.ORG,http://phippsny.org,3,8,2,12XAFK
XAFL,NYCEEC,X,"Garvey School, The",,781-320-3902,950 Baychester Ave,10475,1,38,1030446,259204,thegarveyschool@gmail.com,http://garveyschool.org,3,4,1,11XAFL
XAFP,NYCEEC,X,East Side House,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-665-5250,201 Saint Anns Ave,10454,1,15,1006786,232909,dcolon@eastsidehouse.org,http://eastsidehouse.org,3,4,2,07XAFP
XAFZ,NYCEEC,X,New Covenant Christian School,,718-299-5250,1925 Grand Concourse,10453,1,36,1010287,249017,mcordero@ncchristianschool.org,,5,9,3,9XAFZ
XAGC,NYCEEC,X,Highbridge Advisory Council ECC #1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-299-3917,1594 Townsend Ave,10452,1,49,1008211,246880,DWashington@hacsf.com,http://hacfs.org,3,7,1,09XAGC
XAGF,NYCEEC,X,Manida ( Center #1 ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-542-7590,711 Manida St,10474,1,79,1015054,236102,junerose7@msn.com,,3,7,2,08XAGF
XAGX,NYCEEC,X,LSSMNY : Early Life Children's Center 6,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-943-0580,2125 Watson Ave,10472,1,53,1024951,241571,vmoreira@lssny.org,http://lssny.org,7,3,2,08XAGX
XAHA,NYCEEC,X,Ready Set Learn,,718-484-8777,3480 Third Ave,10456,1,36,1010267,241697,kelleycandice14@gmail.com,http://rslcc.com,3,7,1,09XAHA
XAHB,NYCEEC,X,Grow With Us ( Susan E Wagner ),,718-299-6892,1732 Davidson Ave,10453,1,54,1008297,248215,smorenogwu@gmail.com,,3,7,2,09XAHB
XAHD,NYCEEC,X,Mid Bronx CCRP ECC 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-962-9384,1020 Smt Ave,10452,1,31,1003706,243050,ogdendc@midbronx.org,http://midbronx.org,3,6,1,09XAHD
XAHF,NYCEEC,X,Dr. Katharine Dodge Brownell School,,914-375-8652,450 Castle Hl Ave,10473,3,25,1026551,236861,nbrown@leakeandwatts.org,,5,9,3,08XAHF
XAHH,NYCEEC,X,Trabajamos Community Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-259-7081,1997 Bathgate Ave,10457,1,43,1013008,248709,lbtrabajamos_hs@yahoo.com,http://trabajamoschs.com,3,4,1,10XAHH
XAHL,NYCEEC,X,East Bronx DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-617-2900,1113 Colgate Ave,10472,1,40,1017010,240188,eastbronxdaycare@verizon.net,,3,7,1,08XAHL
XAHM,NYCEEC,X,Northeast Bronx DCC ( Susan Wagner ),,718-601-5401,5401 Post Rd,10471,1,38,1012413,267701,susanwagnerdayschool1@yahoo.com,,3,7,2,10XAHM
XAHO,NYCEEC,X,1332 Fulton Ave DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-378-1330,1332 Fulton Ave,10456,1,36,1011201,242786,map1332fultondcc@outlook.com,,5,9,3,09XAHO
XAHR,NYCEEC,X,Concord Head Start / Early Learn Center,,718-292-8564,560 Concord Ave,10455,3,17,1009806,235709,dlicona@cmcs.org,http://cmcs.org,3,4,1,07XAHR
XAHS,NYCEEC,X,"Little Stars Too, Inc.",,718-515-8800,1083 Allerton Ave,10469,1,40,1023980,254689,lstarstoo@aol.com,http://littlestarsschool.com,5,9,3,11XAHS
XAHW,NYCEEC,X,Betances ECC ( NYCHA ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-665-1100,528 East 146th St,10455,1,22,1007717,235292,Hammonda@e-s-s.org,http://essnyc.org,3,2,1,07XAHW
XAIB,NYCEEC,X,Throggs Neck Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-882-0172,461 Swinton Ave,10465,1,20,1033307,238199,Familytnelc@gmail.com,,3,4,1,08XAIB
XAIC,NYCEEC,X,LSSMNY : Early Life Children's Center 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-7015,888 Westchester Ave,10459,1,53,1012130,238249,djorge@lssny.org,,5,9,3,08XAIC
XAID,NYCEEC,X,LSSMNY : Early Life Children's Center 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-297-2900,80 East 181 St,10453,1,84,1010712,250788,jcebeno@lssny.org,http://lssny.org,3,7,1,10XAID
XAIE,NYCEEC,X,Mid Bronx CCRP ECC 3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-962-9384,1360 Ogden Ave,10452,1,25,1005142,245938,ogdendc@midbronx.org,http://midbronx.org/,3,6,1,09XAIE
XAIF,NYCEEC,X,Be Above 52,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-466-7519,1810 Davidson Ave,10453,1,71,1008628,248837,gmoriah@babove.com,,3,7,2,10XAIF
XAIM,NYCEEC,X,Highbridge Advisory Council ECC #3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-293-9196,1399 Ogden Ave,10452,1,29,1005135,246172,souting@hacss.com,http://highbridgeadvisorycouncil.com,3,7,1,09XAIM
XAIN,NYCEEC,X,Highbridge Advisory Council DCC ( Nelson Avenue ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-681-5216,1181 Nelson Ave,10452,1,72,1004754,244325,afortes@hacfs.com,http://hacfs.org,7,8,2,09XAIN
XAIQ,NYCEEC,X,Richard H Mangum ELC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-590-0673,383 E 162nd St,10451,1,18,1008089,239884,mpaulino@hacfs.com,http://hacfs.org,3,3,2,09XAIQ
XAJB,NYCEEC,X,"Concourse House, HDFC",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-801-2515,2348 Webster Ave,10458,1,65,1013411,251627,wgelabert@concoursehouse.org,http://concoursehouse.org,3,3,2,10XAJB
XAJD,NYCEEC,X,Bronx ECC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-764-2409,1515 Southern Blvd,10460,1,40,1014570,242931,cmiree@childrensaidsociety.org,http://childrensaidsociety.org,3,7,1,12XAJD
XAJF,NYCEEC,X,Brightside Academy - Louis Nine,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-991-2119,1336 Louis Nine Blvd,10459,1,39,1014127,242267,singram@brightsideacademy.com,http://brightsideacademy.com,5,7,1,12XAJF
XAJG,NYCEEC,X,Brightside Academy - Southern,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-842-2252,1093 Southern Blvd,10459,1,38,1014083,240232,adavis@brightsideacademy.com,http://brightsideacademy.com,5,7,1,12XAJG
XAJJ,NYCEEC,X,Sharon Baptist - Center II,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-299-6500,279 East Burnside Ave,10457,1,54,1011451,249405,ecollazo70@yahoo.com,http://sharonbaptistheadstart.org,3,1,1,09XAJJ
XAJK,NYCEEC,X,Brightside Academy - St. Ann's,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-585-1472,780 St Anns Ave,10456,1,31,1009167,238132,johrablo@brightsideacademy.com,http://brightsideacademy.com,5,1,1,07XAJK
XAJR,NYCEEC,X,"Providence Rest Child DCC, Inc.",,718-823-3588,3310 Campbell Dr,10465,1,18,1034871,244741,srtadcsjb@aol.com,http://providencerest.org,5,9,3,08XAJR
XAJT,NYCEEC,X,East Tremont Child Care And Development Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-731-4166,1811 Crotona Ave,10457,1,29,1013492,246478,etccdc@aol.com,http://etccdc.com,7,7,1,12XAJT
XAJU,NYCEEC,X,Children's Aid At P.S. 211,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-821-4222,1919 Prospect Ave,10457,1,28,1014768,246818,Tracyp@childrensaidsociety.org,,3,6,1,12XAJU
XAKA,NYCEEC,X,Intervale ( Center #2 ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-542-1161,1054 Intervale Ave,10459,1,62,1012885,239768,geure@lapen.com,http://lapen.com,5,9,3,12XAKA
XATO,NYCEEC,X,St. Anselm School,,718-993-9464,685 Tinton Ave,10455,1,90,1010413,236667,b223@adnyeducation.org,http://stanselmbx.org,3,3,1,07XATO
XAKB,NYCEEC,X,Watson Avenue ECC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-828-9400,1880 Watson Ave,10472,1,44,1022610,241011,catherine.budington@birchfamilyservices.org,http://birchfamilyservices.org,3,3,1,08XAKB
XAKD,NYCEEC,X,Sound Dale Center For Ece,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-378-3533,1211 Croes Ave,10472,1,76,1019956,241613,bronxdale@verizon.net,,3,4,1,12XAKD
XAKE,NYCEEC,X,Bronx River Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-842-6582,1555 East 174th St,10472,1,35,1017906,243401,angelamazzone@yahoo.com,,3,7,2,12XAKE
XAKF,NYCEEC,X,Stepping Stone Day School,,718-554-2025,2826 Westchester Ave,10461,1,18,1029809,246901,danf@steppingstonedayschool.org,http://steppingstonedayschool.com,7,3,2,08XAKF
XAKH,NYCEEC,X,Labor Bathgate Community CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-583-3850,1638 Anthony Ave,10457,1,30,1010601,246201,laborbathgate@yahoo.com,,3,3,2,09XAKH
XAKJ,NYCEEC,X,Wake - Eden Christian Academy,,718-325-8056,2074 Strang Ave,10466,1,36,1028603,263806,academy@wakeeden.org,,3,7,1,11XAKJ
XAKO,NYCEEC,X,Episcopal Social Services Head Start ( Paul's House ),<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-401-5133,500 Bergen Ave,10455,1,17,1006992,236189,damesa@e-s-s.org,http://essnyc.org,3,4,1,07XAKO
XAKQ,NYCEEC,X,Help III,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-583-1511,785 Crotona Park North,10460,1,13,1014332,245620,ldavis@helpusa.org,http://helpusa.org,3,3,2,12XAKQ
XAKR,NYCEEC,X,Prospect ECC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-617-6100,730 Kelly St,10455,1,11,1012083,236777,lcano@hfhnyc.org,http://hfhnyc.org,2,7,1,08XAKR
XAKX,NYCEEC,X,Anna Lefkowitz DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-8682,690 Westchester Ave,10455,1,30,1010022,236827,judy.valez.phm@gmail.com,http://philiphmichaels.org,3,7,1,07XAKX
XAKZ,NYCEEC,X,Harry H Gordon School ( NYL ),,718-367-5917,2465 Bathgate Ave,10458,1,8,1014939,251939,Melissa.bybel@yai.org,http://yai.org,2,4,2,10XAKZ
XALA,NYCEEC,X,Westchester Tremont DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-824-7390,2547 East Tremont Ave,10461,1,52,1026167,246560,enrollwtdcc@optimum.net,http://wtdcc.com,3,3,2,11XALA
XALB,NYCEEC,X,WHEDco Early Childhood Discovery Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-839-1156,50 East 168th St,10452,1,96,1006644,244022,ybriu@whedco.org,http://whedco.org,3,3,2,09XALB
XALE,NYCEEC,X,Np Ready Set Learn,,718-484-8210,830 Fox St,10459,1,36,1013027,237140,mimiallen26@gmail.com,,3,6,2,08XALE
XALJ,NYCEEC,X,"St. Jemuel Group Family Day Care, Inc.",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-601-9753,2836 Webb Ave,10468,1,28,1011744,257263,saintjemuel@hotmail.com,http://saintjemueldaycare.com,3,6,1,10XALJ
XALQ,NYCEEC,X,Blondell Joyner DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-665-7791,901 Tinton Ave,10456,1,26,1010864,238710,vsalters@sebnc.org,http://sebnc.org,7,3,2,08XALQ
XALR,NYCEEC,X,Five Star DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-4774,3261 Third Ave,10456,1,41,1009508,239708,Kamey@sebnc.org,http://sebnc.org,3,3,1,08XALR
XALV,NYCEEC,X,Kingsbridge Heights Community Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-690-9466,295 West 231st St,10463,1,134,1009731,260248,ydisla@khcc-nyc.org,http://khcc-nyc.org,3,3,1,10XALV
XALW,NYCEEC,X,Sharon Baptist - Center I,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-585-5876,507 East 165th St,10456,1,61,1009672,240510,wmaysonet012@yahoo.com,http://sharonbaptistheadstart.org,3,1,2,09XALW
XALY,NYCEEC,X,LSSMNY : Early Life Children's Center 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-962-4344,200 West Tremont Ave,10453,1,93,1007183,249635,dshuler@lssny.org,http://lssny.org,3,8,2,09XALY
XALZ,NYCEEC,X,Mid Bronx Sr. Citizen Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-684-4790,100 East Mt Eden Ave,10452,1,96,1008365,246524,campbell.stephanie13@yahoo.com,,5,6,1,09XALZ
XARN,NYCEEC,X,Trabajamos Community Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-294-4333,1905 Morris Ave,10453,1,27,1009670,248955,lbtrabajamos_hs@yahoo.com,,3,6,1,09XARN
XAMA,NYCEEC,X,Brightside Academy - White Plains #2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-653-4043,3942 White Plns Rd,10466,1,46,1022761,262392,lmcgee@brightsideacademy.com,http://brightsideacademy.com,5,7,1,11XAMA
XAMB,NYCEEC,X,Trabajamos Community Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-962-9720,2167 University Ave,10453,1,40,1009274,251887,pcordero.trabajamos@gmail.com,http://trabajamoschs.com,3,6,1,10XAMB
XAMI,NYCEEC,X,Aleene Logan Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-538-7135,1450 Webster Ave,10456,1,21,1010244,244483,la_ficklingcdc@yahoo.com,http://claremontcenter.org,3,8,1,09XAMI
XAML,NYCEEC,X,Just 4 Kids Tremont,,917-217-1781,3881 East Tremont,10465,1,12,1034238,239286,Djust4kids@aol.com,,3,3,1,08XAML
XAMQ,NYCEEC,X,Mosholu Montefiore - Van Cortlandt,,718-543-0231,3880 Sedgwick Ave,10463,1,54,1013642,260882,imelendez@mmcc.org,http://mmcc.org,3,7,1,10XAMQ
XAMR,NYCEEC,X,Iola Jordan Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-402-4166,421 East 161st St,10451,1,73,1008327,239560,louiseburroughs@yahoo.com,http://nycmcs.org,3,3,1,07XAMR
