,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
852,"100 Museum Dr, Eglin Air Force Base, Fort Walton Beach, FL 32542-1497","The focus is on Air Force armament through a variety of historical displays, from a B-17 World War II bomber to an F-4 Phantom II jet.",0,NA,-86.560936,30.4662455,NA,Air Force Armament Museum,850-651-1808,1,4.5,832,43
853,"Calle 5 No 2-51, Cartagena 130012, Colombia",NA,1,NA,-75.4827937,10.3749716,1-2 hours ,Joyeria Caribe Museum & Factory,5756654625,6,4.5,900,163
854,"6000 Shelburne Rd, Shelburne, VT 05482-6009","Museum in Vermont that displays approximately 80,000 items of folk art and similar works.",0,NA,-73.2316975,44.3708733,NA,Shelburne Museum,802-985-3346,1,4.5,770,19
855,"In the Cite de la Musique | 221 av. Jean-Jaures, 19e, Paris, France","This museum has nearly 1,000 different instruments on display, complete with audio commentary.",0,NA,2.3727463,48.8837603,NA,Musee de la Musique,01-44-84-44-84,126,4.5,215,"1,004"
856,"route de Malagnou 1, Geneva 1208, Switzerland",NA,0,NA,6.158321399999999,46.198895,NA,Museum of Natural History (Museum d'Histoire naturelle),(0)22 418 63 00,9,4.5,408,139
857,"Avenida Dr. Sun Yat-Sen, Macau, China","Macao Science Center (MSC) aims to promote science popularization and education among local adolescents, compliment tourism development in Macao and provide a regional platform for science education, convention and exhibition. With a gross floor area of 20,000 square metres, MSC consists of the Exhibition Center, the Planetarium and the Convention Center. The Exhibition Center, in the shape of an inclined cone, is the tallest building that contains 14 galleries arranged in an upward spiral. The dome-shaped Planetarium is flanked by the fan-shaped Convention Center and office building. Supporting facilities include a gift shop, restaurants and a nursery room, providing visitors with a full range of services. The 5,800-square metres Exhibition Center consists of 14 galleries and an atrium. The 12 permanent galleries cover topics in Space Science, Fun Science, Children Science, Science Express, Robotic, Sound, Earth, Genetics (DNA), Eco Conservation, Sport Health, Sport Challenge and Food Science. There are 2 galleries reserved for special exhibitions. The exhibitions seek to provide knowledge-oriented, scientific and interesting interactive exhibits, and allow visitors to explore science in a hands-on way. Awarded the highest resolution 3D planetarium by the Guinness World Records since 2011, the Planetarium has a dome-shaped tilted screen of 15.24 metres in diameter. It is installed with a set of 12 digital projectors of 4,096 x 2,048 pixels each for showing dome films with ultra high-definition up to 8,000 x 8,000 pixels. The Planetarium having 127 seats and 4 wheelchair spaces are all equipped with interactive controls. Wearing specially made glasses, the audience can see 3D images projected onto the screen. Its powerful database, coupled with an amazing array of projection effects, can take audiences onto a journey travelling freely in space and time. The system can also show digital dome films, making the Planetarium a multi-functional dome theatre. The Convention Center consists of a multi-functional Convention Hall and 4 Meeting Rooms. Two of the Meeting Rooms may be combined into one if needed. The Convention Hall can accommodate 400 people for meetings and about 200 for ballroom events. The Center is equipped with professional audio-visual facilities, simultaneous interpretation system, and video conferencing equipment, making it ideal for different kinds of meetings, lectures, seminars and award presentations.",1,NA,113.5488817,22.1854455,2-3 hours ,Macao Science Center,853-28880822,27,4.0,181,231
858,"Via Miano 2, 80131, Naples, Italy","This 18th-century museum houses magnificent collections from such renowned artists as Masaccio, Titian, Raphael, El Greco and Bruegel, including the immense Farnese collection.",1,NA,14.24907,40.86699,NA,Museo Nazionale di Capodimonte,081 7499111,31,4.5,"1,264",369
859,"700 Exposition Park Drive, Los Angeles, CA 90037-1254",Space Shuttle Endeavour on display in the California Science Center's Samuel Oschin Pavilion. Please reserve your passes online or by phone.,3,No ,-118.2862095,34.0157877,2-3 hours ,California Science Center,+1 323-724-3623,5,4.5,"2,591",502
860,"Grandagardur 2, Reykjavik 101, Iceland","A Viking Museum that intimately recreates key moments in Icelandic early history, moments that have determined the fate of our people and which give a compelling view into how Icelanders have lived for more than a millennium. From the time of the earliest settlers, history is brought to life in a unique and exciting way, with life-like wax wax figurines. ",0,NA,-21.9517815,64.1529359,NA,Saga Museum,+354 511 1517,27,4.0,842,177
861,"Calle Poeta Querol 2, 46002 Valencia, Spain",NA,0,NA,-0.3746527,39.4725289,NA,Palacio del Marques de Dos Aguas,+34(963)516392  ,7,4.5,"1,146",240
862,"Wijnzakstraat 2 | Sint-Jansplein, Bruges 8000, Belgium",NA,2,NA,3.2262391,51.2103757,NA,Choco-Story - The Chocolate Museum,050 61 22 37,33,3.5,"1,828",122
863,"16 rue des Francs Bourgeois, 75003 Paris, France","The Carnavalet Museum is dedicated to the history of Paris and its inhabitants and has collections illustrating the evolution of the city from prehistory through to the present day. A vast array of works of art, relics and models are displayed in 100 or so rooms, showing the capital at various periods in history and evoking intellectual and everyday life. Magnificent restored historical scenery creates an evocative setting for a stroll through the centuries in an enriching, delightful visitor experience.",4,No ,2.3621482,48.8571611,More than 3 hours ,Musee Carnavalet,+33 1 44 59 58 58,83,4.5,"1,234","1,004"
864,"100 Museum Dr, Newport News, VA 23606-3757","The Mariners' Museum, America's National Maritime Museum, includes the USS Monitor Center, home to the Civil War Ironclad's iconic gun turret. The Museum has over 35,000 maritime artifacts, including ship models, paintings and small craft. Located on a 550-acre park, they also feature a 5-mile hiking trail and paddleboat rentals.",0,NA,-76.4880841,37.0551904,NA,The Mariners' Museum & Park,+1 757-596-2222,1,5.0,543,32
865,"Constitution Ave NW, Washington DC, DC 20565","Open area of gardens, fountains, trees and monuments stretching nearly two miles between the Capitol and the Lincoln Memorial.",10,No ,-77.01927239999999,38.8920787,2-3 hours ,National Mall,202-426-6841,18,4.5,"4,431",398
866,"Trafford Wharf Road, Trafford M17 1TZ, England",Fascinating presentation of the impact of conflict on people's lives. Part of Imperial War Museums,1,No ,-2.2997376,53.4692643,More than 3 hours ,Imperial War Museum North,+44 161 836 4000,3,4.5,"2,037",28
867,"Government Gardens, Rotorua, New Zealand",NA,0,NA,176.2602995,-38.134602,Yes ,Rotorua Museum,64 7 349 4350,8,4.5,"1,057",96
868,"2301 Hardies Ln, Santa Rosa, CA 95403-2668","""Peanuts"" devotees won't be disappointed in the museum that memorializes the work of cartoonist Charles M. Schulz, who made Santa Rosa his adopted hometown. ",0,NA,-122.7359502,38.4603572,NA,Charles M. Schulz Museum,+1 707-579-4452,2,4.5,729,82
869,"105 N Main St, Bentonville, AR 72712-5341","When Sam Walton opened his 5&10 on the Bentonville town square in 1950, he had no idea he'd planted the seeds for what would become the global leader in retail, saving millions of people money so they could live better. Today, that humble little dime store is the location of The Walmart Museum. A family-friendly experience in 3 parts, the Museum features a world-class exhibit gallery, Walton's 5&10, and The Spark Cafe.",0,NA,-94.209403,36.37275750000001,NA,The Walmart Museum,+1 479-273-1329,3,4.5,"1,064",23
870,"Glasgow University | Kelvingrove, Glasgow, Scotland",NA,2,NA,-4.251806,55.864237,NA,Hunterian Museum,"0141-330-4221, ext. 4221",18,4.5,574,253
871,"70 Honey Horn Drive, North End, Hilton Head, SC 29926","If the beach gets boring, families head to this interactive museum to learn about the history and wildlife of sea islands.",0,NA,-80.7440225,32.2114807,NA,Coastal Discovery Museum,843-689-6767,5,4.5,718,109
872,"829 W Main St, Louisville, KY 40202-2619","The Frazier History Museum is a world-class museum that provides an unforgettable journey through history with ever-changing and interactive exhibits, daily performances by costumed interpreters and engaging special events and programs. To complement our amazing permanent collection, which includes thousands of items from famous world leaders and one of the country's largest toy soldier displays, the Frazier Museum offers an ever-changing selection of intriguing temporary exhibits. Every day, we offer live historic performances, bringing visitors face to face with some of the people and events that changed the world forever, as well as with average people whose moving and important stories you've probably never heard. The Frazier Museum is located on downtown Louisville's ""Museum Row"" in a beautiful 100,000-square-foot, state-of-the-art facility originally called the ""Doerhoefer Building,"" a late 19th century, Chicago-style commercial structure. The Frazier Museum has three floors of exhibits, an education center, Museum Store and tournament ring, as well as event spaces available for rent, including a beautiful Rooftop Garden featuring seasonal blooming flowers and our Fourth Floor Loft space that accommodates up to 360 people seated.",4,NA,-85.7644791,38.2578893,NA,Frazier History Museum,+1 502 753 5663,12,4.5,503,160
873,"319 Lexington Blvd, Historic Ford Island, Honolulu, Oahu, HI 96818-5004","One of the principal Pearl Harbor Historic Sites, our unique interactive museum is located near the Battleship Missouri in the battlefield hangers of historic Ford Island which were attacked by the Imperial Japanese Navy on December 7, 1941, the beginning of WWII. Aircraft, such as a Japanese Zero and the Stearman in which former President George H.W. Bush soloed as the war's youngest aviator, illustrate how aviation helped stem the war. You'll view historic videos, including a movie of the beginning of the war. Enjoy the authentic gift shop, 1940s themed cafe Laniakea, and the combat flight simulators in which you can virtually fight the battle of Guadalcanal in either an American or Japanese plane.Pacific Aviation Museum's mission is to develop and maintain an internationally recognized aviation museum, which educates young and old alike, honors aviators and the support personnel who defended freedom in the Pacific Region, and is dedicated to preserving Pacific aviation history.",4,NA,-157.9583246,21.34853,NA,Pacific Aviation Museum Pearl Harbor,+1 808-441-1000,26,4.5,"1,025",311
874,"3-1-1 Omoromachi, Naha 900-0006 , Okinawa Prefecture",NA,0,NA,127.6938489,26.2273138,NA,Okinawa Prefectural Museum & Art Museum,+81 98-941-8200,2,4.0,433,148
875,"Via F. De Sanctis 19 / 21, 80134, Naples, Italy","Built in the late 1500s, this gem of Italian artistic heritage was greatly influenced by the famous Raimondo de Sangro VII, Prince of Sansevero, a genius of science and invention.",1,NA,14.25487,40.84921000000001,NA,Museo Cappella Sansevero,+ 39 0815518470,1,4.5,"9,276",369
876,"National Mall, 4th St. and Independence Ave., S.W., Washington DC, DC 20013","The National Museum of the American Indian houses artifacts, art, historical and cultural objects from Native Indian communities in the Hemisphere.",4,No ,-76.9755464,38.8875181,2-3 hours ,National Museum of the American Indian,2026331000,57,4.0,"1,543",398
877,"Via dei Servi, 66/R-68/R | 200 Metri Dietro Il Duomo, Florence, Italy","The Leonardo da Vincis Museum is located in the heart of the city, very close to the Brunelleschis dome of the main Cathedral Santa Maria del Fiore. At the entrance you will find the new bookshop, with a variety of interesting books, including our catalogue cured by Carlo Pedretti and a wide assortment of gadgets.Visiting the exhibition hall you can discover the world, the life, the works of the universally recognized as a worldwide Genius, whom secrets are still not yet completely revealed.Here you can also test the functioning of his most important projects and designs. You will admire inventions of an extraordinary visual impact, operating and life-size machines, such as the  war machines  with the great tank, or the civil engineering machines such as the Brunelleschis crane and the flying machines: you will then walk back through the ambitious dream of Leonardos life: the flight.In addition to his engineering projects youll find in a unique exhibition space, the reproductions of his most important paintings, including the Last Supper, the Mona Lisa and the Annunciation. A great opportunity to admire them all together and to compare them! The rooms of the museum are enriched with multimedia displays which will help you in understanding the functioning of the machines and making your visit even more enjoying.",0,NA,11.2558136,43.7695604,Yes ,Leonardo da Vinci Museum,+39 055 282966,64,4.0,313,394
878,"Bygning 21 | Festning, Oslo 0015, Norway",NA,0,NA,10.767588,59.9055541,NA,Norway's Resistance Museum (Norges Hjemmefront Museum),47 23 09 32 80,14,4.5,735,386
879,"200 E 7th St, Charlotte, NC 28202-2508","Visitors are awed by the interactive, multi-sensory exhibits at this museum dedicated to exploring the Southern United States during the post-Civil War period.",0,NA,-80.83872029999999,35.2281963,NA,Levine Museum of the New South,704 333 1887,8,4.5,367,165
880,"Umaid Bhawan Palace Road, Jodhpur 342001, India",NA,0,NA,73.0447895,26.2891829,NA,Umaid Bhawan Palace Museum,291/510101,4,4.0,"1,414",95
881,"3377 South Las Vegas Boulevard, Suite 2001, Las Vegas, NV 89109","Millions and millions of people have flocked through the doors of Madame Tussauds since they first opened over 200 years ago and it remains just as popular as it ever was. There are many reasons for this enduring success, but at the heart of it all is good, old-fashioned curiosity. Today's visitors are sent on a unique, emotionally-charged journey through the realms of the powerful and famous. The museum-style ropes and poles have gone so guests can truly get up, close and personal with A-list celebrities, sporting legends, political heavyweights and historical icons, reliving the times, events and moments that made the world talk about them....",1,NA,-115.1696529,36.1218691,NA,Madame Tussauds - Las Vegas,+1 866 841-3739,37,4.0,"3,370",447
882,"91 Xiaozai E Rd, Xi'an 710061, China","This history museum, housed in a magnificent Confucian Temple, features more than 370,000 pieces of historical relics mainly from the Zhou to the Tang periods (1100B.C. to 907 A.D.).",0,NA,108.9733579,34.2071003,NA,Shaanxi History Museum,85219422,7,4.5,"1,122",334
883,"Amstel 51, 1018 EJ Amsterdam, The Netherlands","This is an Amsterdam-based extension of Russia's famed Hermitage Museum. Thera are three exceptional collections to be seen: - The first is from one of the world's largest and most famous museums: the Hermitage in St Petersburg. The museum of the Tsars, with more than three million objects. From 18 Jun intil 15 Jan 2017: Catharine the Greatest. Selfpolished Diamond of the Hermitage. - Exhibit two: Portriait Gallery of the Golden Age - wonderful Dutch group portraits from the Amsterdam Museum and Rijksmuseum collections. - Exhibit three: Outsider Art Museum - We show work from new and absolutely orginal artists, from the collections of Het Dolhuys museum.",5,NA,4.902803700000001,52.3657347,1-2 hours ,Hermitage Amsterdam,20 530 8755,47,4.0,"1,369",451
884,"Clock Tower Building | Dublin Castle, Dublin 2, Ireland","With free admission and described by the Lonely Planet as 'not just the best museum in Ireland, but one of the best in Europe', the Chester Beatty Library is a must-see on any Dublin visitor's itinerary. As the only museum in Ireland to win 'European Museum of the Year' and rated consistently in the top 6 of TripAdvisor's list of 'Top things to do in Dublin', the library's rich collections from countries across Asia, the Middle East, North Africa and Europe open a window on the artistic treasures of the great cultures and religions of the world.",2,NA,NA,NA,1-2 hours ,Chester Beatty Library,353 1 407 0750,8,4.5,"2,662",480
885,"445 N Park Ave, Winter Park, FL 32789-3212",Extensive collection of the works by Louis Comfort Tiffany plus a rich collection of early 20th-century paintings and decorative arts.,0,NA,-81.3515043,28.6008669,NA,Charles Hosmer Morse Museum of American Art,14076455311,1,5.0,987,42
886,"215 N 7th St, Phoenix, AZ 85034-1012",NA,3,NA,-112.0645616,33.4503952,NA,Childrens Museum of Phoenix,602.253.0501,6,4.5,483,218
887,"Vindolanda Bardon Mill, Hexham NE47 7JG, England","Visit Roman Vindolanda today and you will find one of the North Easts most famous and not to be missed tourist attractions lying in the beautiful landscape of Hadrian's Wall Country. Formerly a key military post on the northern frontier of Britain, Vindolanda is the home of Britain's 'Top Treasure' - the Vindolanda Writing Tablets - and is one Europe's most important Roman archeological sites, with live excavations taking place every year. The recently fully refurbished on site museum provides a breathtaking exploration of the Trust's ongoing discoveries and accounts of Roman life. There are no other places on earth where it is possible to experience Roman Britain, Hadrian's Wall and history coming to life before your very eyes all in one space! Come and explore it for yourself and find out why Vindolanda is treasured worldwide.",0,NA,-1.1743197,52.3555177,NA,Vindolanda,01434 344277,2,4.5,"1,239",30
888,"Karasuma-dori Oike-agaru, Kyoto 604-0846 , Kyoto Prefecture",NA,3,NA,135.7587624,35.0122466,NA,Kyoto International Manga Museum,+81 75-254-7414,63,4.0,347,929
889,"514 Poplar St, Columbia, PA 17512-2124","The National Watch and Clock Museum was officially opened to the public in 1977 with fewer than 1,000 items. Since that time, the collection has increased to over 12,000 items and the museum has undergone several expansion projects. The latest expansion opened in October 1999 and featured an entirely new and redesigned exhibit space, as well as a new two-story addition. Today, the museum is recognized as the largest and most comprehensive horological collection in North America.The National Watch & Clock Museum is conveniently located in Lancaster County, Pennsylvania, less than two hours from Philadelphia, Baltimore, Washington DC, and Scranton/ Wilkes-Barre.",0,NA,-76.50217119999999,40.0371603,NA,National Watch and Clock Museum,717 684-8261,2,4.5,177,20
890,"4 Sanam Chai Road | Phra Nakhon, Bangkok 10200, Thailand",NA,1,NA,100.4939534,13.7497303,NA,Museum of Siam,2225-2777,68,4.0,314,505
891,"1492 N Harbor Dr, San Diego, CA 92101-3309","Welcome aboard our floating compilation of adventure and history! Admission to the ""Maritime Museum of San Diego"" grants you access to one of the world's finest collections of historic sea vessels. Once on board our museum ships, you will find that we offer something for people of all ages. You not only get to explore our ships and submarines, the museum displays permanent and temporary exhibits on art, maritime history, commerce and exploration. We also offer guided tours and host family friendly events regularly. Historic bay cruises run daily and can be added on to the price of admission for an extra nominal fee. There is no better way to spend the day than on the bay!",2,NA,-117.1740689,32.720981,NA,Maritime Museum of San Diego,+1 619-234-9153,17,4.5,"1,134",408
892,"Corso Gaetano Scirea 50, 10151 Turin, Italy",NA,0,NA,7.641285799999999,45.1095674,NA,Juventus Stadium,899999897,2,4.5,"4,587",276
893,"161 Museum Dr, Hershey, PA 17033-2462",NA,0,NA,-76.6901049,40.2990817,NA,Antique Automobile Club of America Museum,717.566.7100,2,4.5,514,32
894,"1776 D St NW, Washington DC, DC 20006-5303",NA,1,NA,-77.0403243,38.89385780000001,NA,DAR Museum,202 879 3254,75,4.5,132,398
895,"2-8-1, Nagao, Tama-ku, Kawasaki 214-0023, Kanagawa Prefecture",NA,0,NA,139.5732351,35.6099743,NA,Fujiko F Fujio Museum,+81 570-055-245,1,4.5,386,108
896,"Milton Keynes Museum McConnell Drive, Wolverton, Milton Keynes MK12 5EL, England",NA,0,NA,-0.8047208,52.0604516,NA,Milton Keynes Museum,01908-31-62-22,1,4.5,451,3
897,"3, Rustaveli Ave, Tbilisi 0105, Georgia",NA,0,NA,44.7022805,41.6993261,NA,Georgian National Museum,995 32 998022,14,4.0,367,146
898,"al. Jana Pawla II 39, Krakow 31-864, Poland",NA,1,NA,19.993469,50.0769279,NA,Polish Aviation Museum,+48126428700,8,4.5,892,235
899,"Finnegaarden 1a | Bryggen, Bergen 5003, Norway (Formerly Hanseatic Museum (Hanseatisk))",This wooden building is furnished in 16th-century style and gives visitors a feel of what Bergen was like in its medieval trading days.,0,NA,NA,NA,1-2 hours ,Det Hanseatiske Museum og Schoetstuene,47 53 00 61 10,6,4.5,639,118
900,"Leningradskiy Avenue, 80/11 | Metro Sokol, Moscow 127015, Russia",NA,0,NA,37.5817306,55.7987812,More than 3 hours ,Experimentanium,74951200520,34,4.5,333,"2,279"
901,"2 Massachusetts Ave NE, Washington DC, DC 20002-4945",NA,0,NA,-77.0082214,38.8976512,NA,National Postal Museum,202 633 5555,36,4.5,634,398
902,"North Terrace, Adelaide, South Australia 5000, Australia","The South Australian Museum is recognised as a global leader in Australian Aboriginal heritage and scientific research, based on its premier collections. It is one of the most highly visited museums in in the country and features several permanent galleries including the South Australian Biodiversity Gallery, Pacific Cultures Gallery, and the Australian Aboriginal Cultures Gallery.",0,NA,138.600757,-34.9214897,NA,South Australian Museum,61 8 8207 7500,8,4.5,866,179
903,"4400 Forbes Ave, Pittsburgh, PA 15213-4007","Create memories at Carnegie Museum of Art! Wander through an extensive art collection, including French Impressionist and post-Impressionist paintings, American art, and contemporary works. Creative kids, from toddlers to teenagers, love our hands-on art making activities, guided tours for families and more. Our new artist-designed playground is just the place to take a break!",6,NA,-79.9499151,40.4431957,More than 3 hours ,Carnegie Museum of Art,+1 412-622-3131,21,4.5,361,150
904,"NO. 16 East Chang'an Street, Beijing 100006, China","This museum features changing exhibits related to political themes such as the Opium Wars, the founding of the Communist Party, the Sino-French and Sino-Japanese Wars, the Japanese War, the 1911 Revolution and the social unrest of 1989.",1,NA,116.4015471,39.907692,2-3 hours ,National Museum Of China,010-65263355,30,4.5,602,"1,593"
905,"Museum Hill, Nairobi 00100, Kenya","The Nairobi National Museum is the flagship brand for the National Museums of Kenya. Located on Museum Hill, the museum showcases Kenya's rich Heritage with four distinct themes representing Kenya's Culture, Nature, History and Contemporary Art.Other attractions within the compound include the Snake Park and Botanical Gardens as well as a State of the Art Auditorium that occasionally hosts concerts, film shows and other events.Dining and shopping facilities await you after your tour with us in our commercial wing. Enjoy your visit with us at the National Museum.",0,NA,36.8145418,-1.2734294,NA,Nairobi National Museum,254-20-3741641,7,4.0,696,112
906,"50 E Freedom Way, Cincinnati, OH 45202-3413","Located in Cincinnati, Ohio, the National Underground Railroad Freedom Center stands as the nation's newest monument to freedom. It brings to life the importance - and relevance - of struggles for freedom around the world and throughout history, including today. ",0,NA,-84.5112394,39.0976238,NA,National Underground Railroad Freedom Center,513 333 7500,9,4.5,620,163
907,"Houtkampweg 6, 6731 AW Otterlo, Ede, The Netherlands",Kroller Muller Museum features one of the largest Van Gogh collections and the largest sculpture garden in Europe.,0,NA,5.8166064,52.0955181,NA,Kroller-Muller Museum,+31 (0) 318 59 12 41,1,4.5,915,2
908,"Breidelstraat 3, Bruges 8000, Belgium",At the Bruges Beer Museum you discover the most fascinating aspects of beer in a fun and innovative way. ,1,NA,3.226076,51.20859360000001,2-3 hours ,Bruges Beer Museum,+32 479 35 95 67,22,4.0,982,122
909,"Amador Causeway | Building 136, Panama City, Panama","Designed by world-renowned architect Frank Gehry, the Biomuseo is his only work in Latin America and the tropics. The building was designed to tell the story of how the isthmus of Panama rose from the sea, uniting two continents, separating a vast ocean in two, and changing the planet's biodiversity forever.",1,NA,-79.5345773,8.9186034,1-2 hours ,Biomuseo,+507 830-6700,11,4.0,705,159
910,"Pava utca 39, Budapest 1094, Hungary","The Holocaust Memorial Center is a national institution established by the Government in 1999. In 2002, it decided to construct the building of the Center in Pava Street, outside of the traditional Jewish quarter, further emphasizing its national character.The Holocaust Memorial Center is one of the few institutions in the world, established by the state, that focuses entirely on Holocaust research and education.The visitors are welcomed into a unique space that was named as the most impressive in Budapest, beside the city's panorama itself by Frank Owen Gehry, one of the leading architects in our time. The modern building is organically linked to the Pava Street Synagogue, an authentic venue that once used to be the second largest site for Jewish worship in Budapest.The Institution is a center for scientific research education and culture. It welcomes visitors with interactive permanent and special periodic exhibitions, experience-based museum pedagogical programs and cultural performances. Guided tours are available in five languages and special, thematically focused tours are offered regularly. A bookshop and a cozy coffee shop contribute to a memorable visit.",1,NA,19.073393,47.48359689999999,NA,Holocaust Memorial Center,+36 1 455 3333,26,4.5,"1,027",415
911,"2451 Kissel Hill Rd, Lancaster, PA 17601-4809","Children can discover a one-room school house, try their hands at woodworking and mingle with lambs in this recreated 19th- century Pennsylvania Dutch village.",0,NA,-76.2829471,40.09291229999999,NA,Landis Valley Museum,717 569-0401,8,4.5,223,65
912,"56 Hope Rd, Kingston, Jamaica","The world-famous reggae star's home, displaying Marley's guitar and other artifacts.",0,NA,-76.77602449999999,18.0202793,NA,Bob Marley Museum,876 927 9152,3,4.0,763,60
913,"808 W Washington St, South Bend, IN 46601-1439 (Formerly Center for History)","A stately Victorian mansion with original furnishings and stunning woodwork is the highlight of this museum complex, which also includes a children's museum, a gallery of Notre Dame history and an exhibit that chronicles the history of the St. Joseph River Valley. Our museum is also physically connected to the Studebaker National Museum. You can now visit two museums in one place!",0,NA,-86.2620686,41.6758043,More than 3 hours ,The History Museum,15742359664,8,4.5,77,48
914,"Adalstraeti 16, Reykjavik 101, Iceland",At The Settlement Exhibition in Adalstraeti visitors can experience the settlement of Iceland in late 9th century through two remarkable exhibitions. ,1,NA,-21.942078,64.1476983,NA,Reykjavik 871 +/- 2 The Settlement Exhibition,+354 411 6370,13,4.5,"1,695",177
915,"| The Harbour, Boscastle PL35 0HD, England",NA,0,NA,-4.6940795,50.6904593,NA,The Museum of Witchcraft,+44 1840 250111,2,4.5,782,7
916,"36 Battery Place, Edmond J. Safra Plaza, New York City, NY 10280","The mission of the Museum is to educate people of all ages and backgrounds about the broad tapestry of Jewish life in the 20th and 21st centuries-before, during, and after the Holocaust. Multiple perspectives on modern Jewish history, life, and culture are presented in the Museum's unique Core Exhibition and award-winning special exhibitions. Acclaimed public programs, including discussions, films, plays, and concerts, highlight the richness of Jewish culture and ideas.",0,NA,-74.0173484,40.7084274,NA,Museum of Jewish Heritage,+1 646-437-4202,104,4.5,249,"1,028"
917,"755 Aviation Way, Colorado Springs, CO 80916-2740","The museum is open Tuesday, Thursday, and Friday from 10AM to 4PM. Tours are at 10AM, NOON and 2PM. Visitors can walk around the museum on their own or take a historical tour with a docent. Hourly docent led tours are also available to visit WestPac Restoration where WWII aircraft are actively being restored to flying condition and a separate hangar where 15 flyable planes are available for viewing.",0,NA,-104.7202206,38.8213204,NA,National Museum of World War II Aviation,+1 719-637-7559,5,5.0,442,134
918,"130 9 Ave SE, Calgary, Alberta T2G 0P3, Canada","Glenbow's vision is for more people to experience art and culture more often. We aim to provide visitors with a new kind of art museum experience. Glenbow showcases world-renowned travelling and permanent exhibitions that are meaningful to many diverse groups in our community, boasts the largest art collection in Western Canada and provides access and care to our collections. ",0,NA,-114.0616244,51.0446913,More than 3 hours ,Glenbow Museum,+1 403-268-4100,10,4.5,523,287
919,"Via Montebello 20, 10124 Turin, Italy",NA,3,NA,7.6922431,45.0684751,NA,Mole Antonelliana,+39 011 813 8511,6,4.5,"4,915",276
920,"2 Murray St | Darling Harbour, Sydney, Sydney, New South Wales 2000, Australia","Climb aboard and join the action at the Australian National Maritime Museum. Spectacularly located on the waterfront in the heart of Sydney's Darling Harbour, explore that danger and drama of Navy life inside Action Stations - a museum experience like no other. You'll find tall ships, Navy vessels, a submarine and beautifully restored historic boats, lively exhibitions and heaps of activities for the kids. The National Maritime Collection features over 140,000 objects, capturing themes such as defence, exploration, migration and coastal culture. It also includes one of the largest and most diverse in-water fleets of any museum in the world- including submarine HMAS Onslow, Navy destroyer HMAS Vampire, tall ship James Craig and Captain James Cook's HMB Endeavour replica. The museum also offers visitors a range of public events, children's activities and exhibitions covering all aspects of Australia's connection to the sea, as well as the opportunity to board and explore the historic vessels.",1,Yes ,NA,NA,2-3 hours ,Australian National Maritime Museum,+61 2 9298 3777,26,4.5,"1,108",444
921,"Cathedral Gardens | Urbis Building, Manchester M4 3BG, England","The world's biggest and best football museum is open 7 days a week in Manchester city centre. The museum is free to enter, and tells the story of the beautiful game through the eyes of everyone from the players, the law-makers, and most importantly the fans.Exploring how football has impacted on and reflected English culture and society over 150 years, it brings stories to life with a range of interactive and hands-on displays. There are world-famous iconic objects including the ball from the 1966 World Cup final, Diego Maradona's famous 'Hand of God' shirt, and even the game's very first hand-written rule book. On top of that there are lots of chances to show off your skills from the penalty box to the commentary box, with a range of Football Plus+ experiences (charges apply - see website for details). The National Football Museum Hall of Fame, on the ground floors, is the official tribute to the games greatest players, teams and managers. Upstairs, youll find stories from inventing, expanding, following and playing the game. Theres also a Discovery Zone for under 5s, and Level 3 is dedicated to changing exhibitions exploring how art and culture exist alongside the beautiful game.",2,No ,-2.2421829,53.4857776,2-3 hours ,National Football Museum,441616058200,11,4.0,"2,045",163
922,"1 E Las Olas Blvd, Fort Lauderdale, FL 33301-1807","NSU Art Museum Fort Lauderdale is a dynamic cultural hub located between Miami and Palm Beach on vibrant Las Olas Boulevard in the heart of downtown Fort Lauderdale's arts district. The museum's distinctive modernist building, which opened in 1986, was designed by the renowned architect Edward Larrabee Barnes. ",1,NA,-80.14277179999999,26.1198346,NA,NSU Art Museum,+1 954-525-5500,20,4.0,260,152
923,"London SE10 9LW, England","Set on the south bank of the Thames, approximately five miles from central London, this city borough is rich in maritime history and features the Royal Naval College, National Maritime Museum and the Old Royal Observatory, which was built by Sir Christopher Wren for King Charles II.",4,NA,-0.0090335,51.4827725,More than 3 hours ,Greenwich,0870 608 2000,34,4.5,"3,612","1,443"
924,"120 W Andy Devine Ave, Historic Powerhouse, Kingman, AZ 86401-5870",NA,0,NA,-114.0530065,35.189443,NA,Arizona Route 66 Museum,928-753-9889,2,4.5,421,21
925,"Na Phra Lan Rd | Ratsadakorn-Bhibhathana Building, The Grand Palace, Bangkok 10200, Thailand","Located to the right of the visitors entrance to the Grand Palace, the Queen Sirikit Museum of Textiles collects, displays, preserves, and serves as a centre for textiles from East, South, and Southeast Asia with an emphasis on Thailand and its royal court. The QSMTembodies Her Majestys efforts to preserve Thailands textile artsfor future generations. Exhibitions change periodically",0,NA,100.4986793,13.7560243,<1 hour ,Queen Sirikit Museum of Textiles,+66 2 225 9420,9,4.0,383,78
