,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
750,"901 Court St, Lynchburg, VA 24504-1603","The Lynchburg Museum at the Old Court House consists of the Court Room Gallery, the history of Lynchburg from the First People to the 21st century, and four other specialized galleries including: Art & Artisans, Piedmont Pride, Lynchburg Life, and An Oranment on the Hill.The First Friday of each month the Museum is open for free from 5pm to 8pm and each month is a different topic relating to Lynchburg history.",0,NA,-79.1443831,37.413688,NA,Lynchburg Museum,434-455-6226,5,4.5,57,37
751,"1524 N Lake Shore Dr, Chicago, IL 60610-6684",A branch of the International College of Surgeons that is dedicated to portraying the art and science of surgery.,0,NA,-87.62661969999999,41.910275,NA,International Museum of Surgical Science,312-642-6502,110,4.0,114,614
752,"West Cliff Drive at Lighthouse Point, Santa Cruz, CA","For more than a hundred years, Santa Cruz has been a hot spot for hard-core surfers. This museum tells their stories through photographs, surfboards and other related items. ",0,NA,-122.0307963,36.9741171,NA,Santa Cruz Surfing Museum,831-420-6289,12,4.5,159,80
753,"Seventh Ave. and Spring Street, Skagway, AK 99840","The history and rich culture of Skagway are featured in its most treasured artifacts, mementos, photographs and historical records dating from the early 1900s.",0,NA,-135.3120788,59.4559757,NA,Skagway Museum and Archives,907-983-2420,20,4.5,134,58
754,"100 Space Port Way, Cape Canaveral, FL 32920-4000",NA,0,NA,-80.60691320000001,28.4180361,NA,U.S. Air Force Space & Missile Museum,321-730-0055,7,4.5,123,31
755,"69 Old River Rd, Woodstock, VT 05091-4570","One of the finest Jersey farms in America and a museum of Vermont's rural past: dairy farm, award-winning 1890 Farm House, engaging farm life exhibits. Daily livestock programs and hands-on activities, afternoon milking, audiovisual presentations, museum shop, dairy bar. May- Oct., 10-5; weekends Nov.-Feb., & Christmas & Feb. vacation weeks 10-4.",0,NA,-72.5170613,43.6325946,NA,Billings Farm and Museum,+1 802-457-2355,1,4.5,383,24
756,"9 - 01 33rd Rd, Long Island City, NY 11106",Thirteen galleries and an outdoor sculpture garden are the settings for the wide collection of art work by Japanese-American sculptor Isamu Noguchi (1904-1988.),0,NA,-73.9384006,40.7667676,NA,Noguchi Museum,718 204 7088,3,4.5,114,26
757,"505 Nutt St, Wilmington, NC 28401-3347","Special interest museum that pays homage to the major impact of railroads in local and national history, which features Wilmington and Weldon railroad artifacts dating from 1840, and items from the Atlantic Coastline and other railroads.",0,NA,-77.9510178,34.2416318,NA,Wilmington Railroad Museum,910-763-2634,14,4.0,191,105
758,"2250 Reynolda Rd, Winston Salem, NC 27106-5117","Discover Reynolda House, the centerpiece of the Reynolda Historic District in Winston-Salem, North Carolina. Explore the restored 1917 mansion of Katharine and R.J. Reynolds. An orientation video, oral history kiosk and audio tours, included in your admission fee, provide a unique window into the family and the life they lived. Enjoy masterpieces of American art and special exhibitions in both the historic house and the museum's new exhibition wing. Shop and dine in Historic Reynolda Village. Then, stroll the formal gardens, greenhouses and woodland walking trails of Reynolda Gardens. The Wake Forest University campus, adjacent to Reynolda, is accessible by walking trail or by car.",0,NA,-80.2824727,36.1259057,NA,Reynolda House Museum of American Art,888-663-1149,1,4.5,367,67
759,"SW 34th St and Hull Rd, Gainesville, FL 32611-0001",NA,0,NA,-82.37258779999999,29.6376004,NA,Samuel P. Harn Museum of Art,352 392 9826,8,4.5,168,54
760,"62 1st St N, Friday Harbor, San Juan Island, WA 98250-8337",Museum dedicated to the orcas and other whale species that visit the Washington coast in the spring.,0,NA,-123.017193,48.535761,NA,The Whale Museum,360 378 4710,5,4.5,497,45
761,"4333 E Silver Springs Blvd, Ocala, FL 34470-5000",NA,0,NA,-82.0770671,29.2064284,NA,Appleton Museum of Art,352-291-4455,4,4.5,218,54
762,"8290 Colony Seven Rd., Baltimore, MD 20701",NA,1,NA,-76.7766709,39.1128276,NA,National Cryptologic Museum,301-688-5849,32,4.5,135,213
763,"Haaku Rd, Pueblo of Acoma, NM 87034","The Sky City Cultural Center and Haaku Museum, rich in cultural architecture, serves as the reception center and museum for visitors to the Pueblo of Acoma, as well as a research and community use facility for tribal members. The primary 40,000 square foot Cultural Center is a two story structure with a basement and central courtyard/plaza area. The Cultural Center was designed to represent and recreate the ancestral architectural styles of the Acoma people  which include natural stacked stone and natural mud plastered adobe  while showcasing Acoma Pueblo architecture both past and present. This world class facility is dedicated to the preservation of Acoma history, traditional pottery and other art forms, the repatriation of objects of cultural patrimony and the development of both educational and interpretive programs.",0,NA,-107.5741855,34.7100168,2-3 hours ,Sky City Cultural Center & Haak'u Museum,+1 800-747-0181,1,4.5,715,1
764,"220 S Cottage Hill Ave, Elmhurst, IL 60126-3351",Our Museum is dedicated to the art of cutting and polishing stone. We house a world class collection of jade and hard-stone cravings along with an interactive Rock and Mineral exhibit that is great for all ages!,0,NA,-87.94309249999999,41.8951594,NA,Lizzadro Museum of Lapidary Art,16308331616,1,4.5,78,15
765,"1830 S Boulder Hwy, Henderson, NV 89002-8502","The museum is a 30-acre site that features a modern exhibit hall with a timeline exhibit about southern Nevada from pre-historic to modern times and a collection of restored historic buildings that depict daily life from different decades in Las Vegas, Boulder City, Henderson, and Goldfield.",1,Yes ,-114.9455793,36.0102091,1-2 hours ,Clark County Heritage Museum,702-455-7955,1,4.5,479,64
766,"1 Park Dr, Rockland, ME 04841-3437",NA,0,NA,-69.107832,44.102125,NA,Maine Lighthouse Museum,12075943301,3,4.5,149,35
767,"1400 W Museum Blvd, Wichita, KS 67203-3296","The largest art museum in Kansas offers a sizeable collection of pieces by American painters, potters, sculptors, and textile weavers. Mary Cassatt, Arthur G. Dove, Thomas Eakins, Robert Henri and Winslow Homer are just a handful of the talented artists in our permanent collection. For information about our current exhibitions please visit our website.",0,NA,-97.35612049999999,37.6949863,NA,Wichita Art Museum,316-268-4921,8,4.5,97,70
768,"8419 State Route 54, Hammondsport, NY 14840-9795","The Glenn H. Curtiss Museum, bearing the name of Hammondsport's favorite son, is located on Route 54, one half mile south of the village of Hammondsport, New York. Dedicated to the memory of pioneer aviator, Glenn Curtiss, the museum contains a priceless collection relating to early aviation and local history. The museum also features a 75-seat theater, large open area for special events and a gift shop. In addition to motorcycles and aircraft, visitors will also see antique tools, toys, boats, home-furnishings, fire equipment and much more. Visitors are also welcome to visit the Museum Restoration Shop, talk with volunteer craftsman and watch them work on historic aircraft.",0,NA,-77.233369,42.398806,NA,Glenn H. Curtiss Museum,+1 607-569-2160,1,5.0,353,25
769,"1 Opportunity Ave, Point Lookout, Branson, MO 65726-9300","College of the Ozarks, known as ""Hard Work U,"" is more than a college. It's a destination with tons of family-friendly activities, including two museums, an old-fashioned grist mill, fruitcake and jelly kitchen, stained glass studio, and exquisite 4-star dining at Dobyns Dining Room in The Keeter Center. It's a great way to spend a day while you are in the Branson area. The only thing that requires admission is the Ralph Foster Museum ($6 Adults, $5 Seniors, and Free to all 18 and under). Dobyns Dining Room offers a farm to table experience without breaking the bank. Come learn why this unique college is nationally known.",0,NA,-93.23570099999999,36.6144666,NA,College of the Ozarks,+1 417-334-6411,1,5.0,"1,603",5
770,"221 High St, Portsmouth, VA 23704-3704",NA,0,NA,-76.29884,36.834914,NA,Children's Museum of Virginia,(757) 393-5258,1,4.5,206,18
771,"200 S 6th Ave, Tucson, AZ 85701-2109","The Children's Museum Tucson provides a fun, play-based, hands-on learning experience for children and their families. Exhibits include Techtopia, Bodyology, Investigation Station, Build It!, Electri-City and Pet Vet, plus a huge art studio and a special are just for kids 4 and younger. The Museum is open 9 am-5 pm Tuesday-Friday and 10 am-5 pm Saturdays and Sundays. The Museum is open 7 days a week from Memorial Day to Labor Day.",0,NA,-110.9692234,32.21919,NA,Children's Museum Tucson,15207929985,19,4.5,169,265
772,"9201 Balloon Museum Dr NE, Albuquerque, NM 87113-2425",NA,0,NA,-106.5980385,35.1897989,NA,Anderson-Abruzzo International Balloon Museum,505-880-0500,12,4.5,407,210
773,"Hwy 259 at Ross Street, Kilgore College Campus, Kilgore, TX 75662",NA,0,NA,-94.87577089999999,32.3862619,NA,East Texas Oil Museum,903-983-8295 ,1,4.5,137,4
774,"2501 Wall Ave, Ogden, UT 84401-1359","For 50 years this stately and historic depot served as a major hub for transcontinental rail service. Today, it remains a monument to grand rail stations of the early 20th-century and includes four museums: the Utah State Railroad Museum, the Natural History Museum, the Browning Kimball Car Museum and the Browning Firearms Museum. ",0,NA,-111.9797338,41.2207852,NA,Union Station,801-393-9886,2,4.5,182,41
775,"400 13th St N, Great Falls, MT 59401-1498","Museum complex where you can tour C.M. Russell's original studio, the home where he lived and view many of his paintings and sketches on display.",0,NA,-111.285957,47.51053,NA,C.M. Russell Museum,406/727-8787,2,5.0,281,33
776,"26301 Hwy 70 West, Ruidoso Downs, NM 88346","Museum containing collections of Anne C. Stradling and the Museum of the Horse, which was originally located in Patagonia, Arizona. The Museum is open year round, from 9:00am until 5:00pm every day except Thanksgiving, Christmas and the Annual Fundraiser in July. ",0,NA,-105.5961457,33.3323326,NA,Hubbard Museum of the American West,505.378.4142,1,4.0,73,6
777,"18 N 4th Ave, Sturgeon Bay, WI 54235-2423",NA,0,NA,-87.3750678,44.8351968,NA,Door County Historical Museum,(920) 743-5809,6,4.5,107,41
778,"255 Mill St, Lake Geneva, WI 53147-1927",NA,0,NA,-88.4314055,42.5924133,NA,Geneva Lake Museum of History,262 248 6060,7,4.5,98,37
779,"220 N Church St, Greensboro, NC 27401-2918",NA,0,NA,-79.7860742,36.0752261,NA,Greensboro Children's Museum,336-574-2898 ,5,4.5,178,64
780,"1300 9th Ave, Altoona, PA 16602-2413",A museum celebrating the history of the railroad in industrial America.,0,NA,-78.40029899999999,40.5137,NA,Altoona Railroaders Memorial Museum,814-946-0834,2,4.5,197,19
781,"500 S 20th St, Omaha, NE 68102-2505","Hands-on museum that provides an ever-changing series of interactive exhibits, workshops, and special events.",0,NA,-95.9429105,41.2551212,NA,Omaha Children's Museum,402-342-6164,7,4.5,339,106
782,"1450 El Prado, San Diego, CA 92101-1618","The San Diego Museum of Art, the regions oldest, largest and most visited art museum, provides a rich and diverse cultural experience. Located in the heart of beautiful Balboa Park, the Museums nationally renowned permanent collection includes Spanish and Italian old masters, South Asian paintings, and 19th- and 20th-century American paintings and sculptures.In addition, the Museum regularly features major exhibitions from around the world, as well as an extensive year-round schedule of supporting cultural and educational programs for children and adults. Exhibition text is always in English and Spanish.",0,NA,-117.1504179,32.732119,NA,San Diego Museum of Art,619-232-7931,82,4.0,179,408
783,"1735 Marshall Rd, El Paso, TX 79906-3831",NA,0,NA,-106.4289415,31.8218893,NA,Fort Bliss and Old Ironsides Museums,915-568-5412,10,4.5,101,83
784,"200 Pearl St, Council Bluffs, IA 51503-0825",Our museum has chronicled more than 150 years of American railroad history through unique artifacts and immersive interactive games. Admission is free.,0,NA,-95.8515537,41.2583066,1-2 hours ,Union Pacific Railroad Museum,17123298307,1,4.5,188,24
785,"75 Greenmanville Ave, Mystic, CT 06355-1972","Mystic Seaport is the nation's leading maritime museum. Founded in 1929, the Museum is home to four National Historic Landmark vessels, including the Charles W. Morgan, America's oldest commercial ship and the last wooden whaleship in the world. The Museum's grounds cover 19 acres on the Mystic River in Mystic, CT and include a recreated 19th-century coastal village, a working shipyard, formal exhibit halls, and state-of-the-art artifact storage facilities. Mystic Seaport is located one mile south of Exit 90 off I-95 in Mystic, CT.",0,NA,-71.9667669,41.3616716,2-3 hours ,Mystic Seaport,+1 888-973-2767,1,4.5,"2,091",33
786,"Nall and 135th Street, 5801 W. 135th Street, Overland Park, KS 66223",NA,0,NA,-94.6520352,38.8835947,NA,Museum at Prairiefire,(913) 647-5315,7,4.0,134,27
787,"2525 Central Ave, Memphis, TN 38104-5926",Children's museum featuring a kid-sized city where kids run things while parents sit back and watch.,1,NA,-89.97746149999999,35.1257276,NA,Children's Museum of Memphis,901-320-3170,23,4.5,182,147
788,"5701 Huntsman Rd, Richmond International Airport, Richmond, VA 23250-2416",NA,0,NA,-77.3208112,37.5065795,NA,Virginia Aviation Museum,804 236 3622,30,4.5,64,160
789,"3015 Barrett Station Rd, Saint Louis, MO 63122-3398","Visit one of the largest and most diverse collections of transportation vehicles in the world! Trace the history of American railroading, see antique cars and trucks, visit a towboat, and more.",0,NA,-90.463599,38.571459,NA,Museum of Transportation,314-615-8668,25,4.0,249,242
790,"222 SW Washington St, Peoria, IL 61602-2500",NA,0,NA,-89.5897437,40.6899554,NA,Riverfront Museum,309.686.7000 ,6,4.0,165,32
791,"160 N Alexander St, Toccoa, GA 30577-2372","Currahee Military Museum, in historic downtown Toccoa's restored train depot,is home to the WWII history of approximately 18,000 soldiers that trained at Camp Toccoa to become paratroopers. Located in the museum is a horse stable, built in Aldbourne, England in 1922 that served as housing for Able and Easy Companies of the 506th PIR prior to and after D-Day 1944. History of 501st, 506th, 511th and 517th Paratrooper Infantry Regiments is on display for visitors seven days a week.",0,NA,-83.3322759,34.5784404,1-2 hours ,Currahee Military Museum,+1 706-282-5055,2,4.5,99,8
792,"500 Mid America Blvd, Hot Springs, AR 71913-8412","The mission of Mid-America Science Museum is to stimulate interest in science, to promote public understanding of the sciences, and to encourage life-long science education through interactive exhibits and programs. The Museum also serves as a premier tourism attraction in Arkansas. The purpose of Mid-America Science Museum is to explain scientific knowledge and concepts to the public through interactive exhibits, activities, workshops, and educational programs. The Museum seeks to stimulate a lifelong interest in science, spark curiosity, reshape attitudes and stir the imagination. Our goal is informal science education that encourages learning in ways not ordinarily found in the workplace, classroom, or home. To achieve this purpose, the Museum will maintain the highest standards in providing quality exhibits, programs, and services for students, citizens, and visitors to Arkansas.",0,NA,-93.1162513,34.5146944,2-3 hours ,Mid-America Science Museum,+1 501-767-3461,1,4.5,339,9
793,"48 E Patrick St, Frederick, MD 21701-5628","The National Museum of Civil War Medicine is the premier center for the study and research of medical innovation during the American Civil War. Exhibits, programs lecture and research facilities look at innovations in science, medical logistics, medical organization, nursing, civilian medical relief and much more.",0,NA,-77.4092991,39.4139408,NA,National Museum of Civil War Medicine,+1 301-695-1864,2,4.5,278,44
794,"2401 Chautauqua Ave, University of Oklahoma South Campus, Norman, OK 73072-7029",NA,0,NA,-97.5138947,35.2340635,NA,Sam Noble Oklahoma Museum of Natural History,405-325-4712,1,4.5,305,27
795,"1 Waterside Dr, Norfolk, VA 23510-1737",Educational site that allows visitors to learn about sea with interactive exhibits and touch pools.,0,NA,-76.2947938,36.8474975,NA,Nauticus National Maritime Center,757 664 1000,4,4.5,604,63
796,"Lomita Dr. and Museum Way, Stanford University, Palo Alto, CA","The Center presents a wide selection of art in 24 galleries, plus outdoor gardens, courtyards, and terraces. The Center's collection spans 5000 years and ranges from ancient China to the 21st century. ",0,NA,-122.1430195,37.4418834,1-2 hours ,Cantor Arts Center,16507234177,2,4.5,319,36
797,"LeRoy House, Le Roy, NY",NA,0,NA,-77.9841776,42.9783944,NA,Jell-O Gallery Museum,+1-585-768-7433,1,4.5,129,5
798,"15080 Livingston Rd, Naples, FL 34109-3808",NA,0,NA,-81.7520522,26.2660219,NA,Golisano Children's Museum of Naples,12395140084,20,4.5,239,119
799,"Meets outside of 15 Broad Street or outside of St. Paul's Chapel, New York City, NY","None of us can forget the tragic events of September 11th 2001. In remembrance, we created tours to make your visit a ""once in a lifetime experience"". Let us guide you through Ground Zero and the 9-11 Memorial as you hear stories of tragedy, heroism and hope.",0,NA,-74.0059413,40.7127837,NA,911 Ground Zero Tour,+1 646-801-9113,5,5.0,"2,790",558
800,"1616 E 18th St, Kansas City, MO 64108-1610","Located in the Historic 18th & Vine Jazz District in Kansas City, MO, the American Jazz Museum showcases the sights and sounds of jazz through interactive exhibits and films, the Changing Gallery exhibit space, Horace M. Peterson III Visitors Center, Blue Room jazz club and Gem Theater. Since its inception in 1997, the Museum hosts thousands of students, scholars, musicians and fans of the arts for over 200 performances, education programs, special exhibitions, community events and more each year, providing an opportunity to learn about the legends, honor their legacy, or simply enjoy the sounds of modern day jazz.",0,NA,-94.56272539999999,39.0915663,1-2 hours ,American Jazz Museum,18164748463,43,4.0,172,147
801,"5500 1st Ave, Kenosha, WI 53140-3778","Accredited natural science fine arts museum located in the heart of beautiful downtown Kenosha. Free General Admission, Permanent Exhibits: World class art by Chagall, Picasso and Dali. Wisconsin Story, Kenosha County Woolly mammoth, Native American Village, Childrens hands-on Field Station. Changing exhibits and free family programs and events. Gift shop. Corporate events venue,birthdays, group tours. Shares a Lake Michigan shoreline campus with The Civil War Museum and a working electric streetcar! Short walk to the Dinosaur Discovery Museum. Minutes from Illinois Wisconsin border / Six Flags Great America.",0,NA,-87.8129352,42.5862081,NA,Kenosha Public Museum,262-653-4140,2,4.5,125,27
802,"1439 El Prado, Balboa Park, San Diego, CA 92101-1617",A museum of folk crafts with a variety of displays that run the gamut from textiles and toys to painting and sculpture. ,1,NA,-117.1510264,32.7311237,NA,Mingei International Museum,619-239-0003,101,4.5,80,408
803,"701 Kansas Ln, Monroe, LA 71203-4775","Located in one of the last standing buildings from the World War II Selman Field Army Air Corps Navigation School, the Chennault Aviation & Military Museum highlights northeast Louisiana's impact on aviation and military history. Admission is always free.",0,NA,-92.0548335,32.511498,NA,Chennault Aviation and Military Museum,+1 318-362-5540,2,4.5,81,14
804,"Fort Knox, KY",NA,0,NA,-85.9652686,37.8836637,NA,Patton Museum of Cavalry and Armor,5026243812,1,3.5,159,2
805,"17641 N Black Canyon Hwy, Phoenix, AZ 85023-2137","At the Martin Auto Museum, visitors can view history through the decades in this vast collection. There are a number of race cars and one of a kind vehicles to excite any automotive, art or history enthusiast.",0,NA,-112.1141286,33.6470227,1-2 hours ,Martin Auto Museum,+1 602-298-2377,43,4.5,58,218
806,"Fredericksburg, TX",NA,0,NA,-98.8719843,30.2752011,NA,Admiral Nimitz State Historic Site,830-997-4379,5,4.5,324,93
807,"117 Main St, Hill City, SD 57745-5106",NA,0,NA,-103.5756148,43.9333241,NA,The Museum @ Black Hills Institute,605 574-3919,3,4.5,153,26
808,"5798 State Highway 80, Cooperstown, NY 13326-2500","Located inside a neo-Georgian mansion with terraced gardens overlooking Otsego Lake, this museum features fine collections of American art, James Fenimore Cooper memorabilia and historic photographs. (Closed January 1 - March 31) New exhibitions open April 1.",0,NA,-74.9271191,42.7157015,NA,Fenimore Art Museum,+1 607-547-1400,2,4.5,438,34
809,"28210 W Park Hwy, Ashland, NE 68003-3525","The Strategic Air Command & Aerospace Museum is a museum focusing on aircraft and nuclear missiles of the U. S. Air Force. The objective of the Museum is to preserve and display historic aircraft, missiles, and space vehicles and provide STEM education sessions to the young generation. The Museum is a $29.5 million, 300,000-square-foot (28,000 m2) building that features a glass atrium, two aircraft display hangars, a traveling exhibit area, a children's interactive gallery, a 200-seat theater, a museum store, an aircraft restoration gallery, and a snack bar. The glass atrium is constructed of 525 glass panels that encase a Lockheed SR-71 Blackbird. The Museum hosts regular travel exhibitions and several special events throughout the year. The Museum's Education Department is committed to fueling the curiosity of children across the Midwest and to educating them in Science, Technology, Engineering and Math (STEM). Regular STEM sessions, workshops and camp programs are available at the Museum.",0,NA,-96.32005579999999,41.018047,More than 3 hours ,Strategic Air Command & Aerospace Museum,+1 402-944-3100,1,4.5,318,9
810,"2035 S 3rd St, Louisville, KY 40208-1812","Features paintings by Rembrandt, Picasso and Rubens, as well as contemporary art exhibits.",0,NA,-85.7614706,38.2183115,NA,The Speed Art Museum,502 634 2700,27,4.5,86,160
811,"30 W Mifflin St, Madison, WI 53703-2589","The Wisconsin Veterans Museum acknowledges, affirms, and commemorates the role of Wisconsin citizens from Civil War to present military history.",0,NA,-89.3864715,43.0750657,NA,Wisconsin Veterans Museum,16082671799,11,4.5,175,93
812,"2501 Wall Ave, Ogden, UT 84401-1359",NA,0,NA,-111.9797338,41.2207852,NA,Utah State Railroad Museum,801-629-8446 ,6,4.5,64,41
813,"Johnson and Wales University, 315 Harborside Blvd., Providence, RI 02905","A visit to the Johnson & Wales Culinary Arts Museum in Providence, RI will excite your senses and pique your appetite for art and artifacts about food service and cookery. The Culinary Arts Museum is truly one of the premiere institutions dedicated to the preservation of the history of the culinary and hospitality industries.",0,NA,-71.3943127,41.7878199,NA,Culinary Arts Museum,401 598 2805,19,4.5,90,107
814,"199 N Front St, Le Claire, IA 52753-7713",NA,0,NA,-90.3431978,41.5975762,NA,Buffalo Bill Museum,563-289-5580,2,4.0,191,18
815,"1020 16th St, General Delivery Nipomo. Ca, Denver, CO 80202-2001","The Money Museum at the Federal Reserve Bank of Kansas City  Denver Branch offers a unique and up-close look at the nations financial system in action. Visitors can learn more about the Fed, view aspects of the payments system and discover how the Fed promotes a healthy economy which positively impacts our daily lives.Admission is free. ",0,NA,-105.0002242,39.7541032,NA,The Money Museum at the Federal Reserve Bank - Denver Branch,303-572-2429,41,4.0,190,231
816,"1800 Preble & Columbus Ave, Pittsburgh, PA 15233",NA,0,NA,-80.0328492,40.4567337,NA,Bicycle Heaven,+1 412-734-4034,4,5.0,342,150
817,"26 Mount Desert St, Bar Harbor, Mount Desert Island, ME 04609-1782","The Abbe Museum shares the history and culture of Maines Native people, collectively known as the Wabanaki (Penobscot, Passamaquoddy, Micmac, and Maliseet), and operates from two locations in Bar Harbor. At our downtown location, visitors find dynamic exhibitions and activities interspersed with spaces for quiet reflection. At the Abbes historic trailside museum at Sieur de Monts Spring, guests can experience early 20th century archaeological discoveries informed by 21st century science. The downtown Abbe Museum serves guests year-round, while the Sieur de Monts Spring location is open seasonally from mid-May to mid-October. Admission includes both locations. Located in an historic downtown district, we offer clean restrooms, several nearby restaurants and Bar Harbor attractions, and nearby motorcoach parking. Other amenities may be offered with notice. The History of the Abbe Museum: First opened to the public in 1928, the Abbe Museum is named for its founder, Dr. Robert Abbe, an eminent New York physician and beloved summer resident of Bar Harbor. During the 1920s, Dr. Abbe assembled a collection of early Native American artifacts found in the Frenchman Bay area which launched the museum at Sieur de Monts Spring. In 2001, we opened our second facility in a renovated historic landmark in downtown Bar Harbor. Today, the Abbe offers changing exhibitions and a robust programming schedule for all ages. Our museum shop is a destination for unique gifts and art and shipping is offered.",0,NA,-68.2039739,44.3875773,NA,Abbe Museum,12072883519,26,4.0,222,72
818,"139 Miracle Strip Pkwy SE, Fort Walton Beach, FL 32548-5817","We are an educational and cultural institution of long standing traditions. It is our mission to preserve, interpret and present the prehistory and history of the Fort Walton Beach community and the Northwest Florida area from 14,000 B.C. through the 1950s. We serve students, citizens and visitors through exhibits, educational programs, publications and special events.The Indian Temple Mound Museum is part of the Heritage Park and Cultural Center which also includes the Camp Walton Schoolhouse Museum, Garnier Post Office Museum, Fort Walton Temple Mound, and the Civil War Exhibit Building. One admission price covers all four museums!",0,NA,-86.60727220000001,30.4042035,NA,Indian Temple Mound and Museum,850-833-9595,8,4.5,110,43
819,"1510 Main St, Little Rock, AR 72202-5038","Dedicated purse museums in the world are rare jewels of history: Amsterdam, Seoul and Little Rock claim the distinction of being home to the three brick-and-mortar galleries in existence. ESSE Purse Museum at 1510 Main in the SoMa district of Little Rock opened its doors in late June 2013 to share what's inside the fabulous exhibit featuring over 500 artifacts. More than a fashion history, the museum showcases a compelling narrative of the 20th-century American woman - decade by decade - through the bags she carried and the contents within. The delightful displays of purses are complemented by carefully selected items women from each era carried - true history held in a handbag. Small photos in the displays and enormous backlit photos on the north wall show real women with their personal bags. Three cozy dioramas - ""Nothing's More Natural Than Skin,"" ""By Land, Sea or Air"" and ""A Night on the Town"" - feature specialty purses, and a large, whimsical art installation addresses the essence of a woman, her handbag and the contents within. ESSE, which grew out of a traveling exhibit selected from owner Anita Davis' extensive collection of bags, is a privately-owned museum housed in a historic building in an up-and-coming, hip neighborhood, close to other world famous attractions like Central High School (the only school that is a national park) and the William J. Clinton Presidential Center and Park. More than just a trip down memory lane or history lesson, ESSE Purse Museum is a don't-miss experience. Museum hours are 11 a.M. To 4 p.M. Tuesday through Sunday. Admission is $10, $8 for students (6-18), seniors (60 and up) and military. Children 5 and younger are free. Call for group rates and special tours.",0,NA,-92.2731402,34.7339587,<1 hour ,ESSE Purse Museum,(501) 916-9022,13,4.5,100,86
820,"1107 Washington St, Vicksburg, MS 39183-2959",NA,0,NA,-90.88165939999999,32.3517156,NA,Biedenharn Coca-Cola Museum,601-638-6514,11,3.5,241,40
821,"510 Bellevue Way NE, Bellevue, WA 98004-5014",NA,0,NA,-122.2011432,47.6153704,NA,Bellevue Arts Museum (BAM),+1 425-519-0770,4,4.0,130,36
822,"100 The Grove Dr, Los Angeles, CA 90036-6200",NA,1,NA,-118.3560378,34.0747904,NA,Los Angeles Museum of the Holocaust,(323) 651-3704,63,4.5,105,502
823,"25 Main St, Cooperstown, NY 13326-1330","The National Baseball Hall of Fame is a nonprofit committed to preserving the history of America's pastime and celebrating the legendary players, managers, umpires and executives who have made the game a fan favorite for more than a century. Preserving History. Honoring Excellence. Connecting Generations.",0,NA,-74.9232415,42.6997009,More than 3 hours ,National Baseball Hall of Fame and Museum,16075477200,1,4.5,"2,338",34
824,"120 Church St, Pensacola, FL 32502-5941","Museum that features unique and innovative exhibits depicting West Florida's history, architecture and archaeology.",0,NA,-87.2125736,30.40915619999999,NA,T.T. Wentworth Jr. Florida State Museum,850 595 5990,22,4.0,87,103
825,"331 Karl Ave, Dover, OH 44622-2767",This family-run museum displays the intricate works of master carver Ernest ''Mooney'' Warther.,0,NA,-81.488366,40.524882,NA,Warther Museum,330-343-7513,1,5.0,266,13
826,"20 Bernard Rd, Ingalls Road, Hampton, VA 23651-1004",NA,0,NA,-76.3122612,37.0058284,NA,Fort Monroe's Casemate Museum,757-788-3391,1,4.5,312,25
827,"111 Seminary Rdg, Gettysburg, PA 17325-1718","Start your Gettysburg visit here, and STEP INSIDE one of the Civil War's most historic buildings--discover inspiring stories about the first day of fighting, care of the wounded, and the larger issues of faith and freedom. Take a guided tour of the famous cupola used by Gen. John Buford, and can wander the halls and hear the floors creak. Group friendly. Family friendly. Handicap accessible (except attic and cupola).",0,NA,-77.24441230000001,39.8321372,1-2 hours ,Gettysburg Seminary Ridge Museum,+1 717-339-1300,11,4.5,386,95
828,"800 Riverview Dr, Winona, MN 55987-2272",NA,0,NA,-91.65761619999999,44.0596582,NA,Minnesota Marine Art Museum,507-474-6626,1,5.0,284,30
829,"629 Dock St, Ketchikan, AK 99901-6529",NA,0,NA,-131.6435943,55.3425878,NA,Tongass Historical Museum,+1 907-225-5600,24,4.0,86,52
830,"374 Metal Museum Dr, Memphis, TN 38106-1514","The Metal Museum in Memphis, Tennessee is the only Museum of its kind in the United Sates. The Museum grounds consist of 3 and a half acres of land directly over looking the Mississippi River just south of downtown Memphis. On the grounds you will find a sculpture garden, a fully functioning blacksmith shop and foundry, a library holding our permanent collection, and our main Museum which houses rotating exhibitions of emerging and established metalsmiths worldwide. The Metal Museum is the only institution in the United States devoted exclusively to the advancement of the art and craft of fine metal work. This is achieved through exhibitions, collections, conservation, restoration and consulting services, classes, internship and apprenticeship opportunities, and artist residencies. The value of the Metal Museum extends well beyond its exhibitions and facilities recognizing and promoting the careers of metalsmiths.",1,NA,-90.0748701,35.123218,1-2 hours ,Metal Museum,+1 901-774-6380,26,4.0,206,147
831,"1250 West 76 Country Music Boulevard, Branson, MO 65616","A national tribute to the brave men and women who defended our liberties during the 20th Century. The museum hosts 18,000 sq. ft. with 10 halls of history including WWII, Korea, Viet Nam & Persian Gulf, You will find a list of the men and women who lost their lives in these wars and you will be fascinated and humbled by this moving memorial to our veterans.",1,NA,-93.49796409999999,36.7130993,1-2 hours ,Veterans Memorial Museum,+1 417-336-2300,16,4.5,321,168
