,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
25,"79th Street and Central Park West, New York City, NY 10024","Interactive, modernized exhibits and an IMAX theater help bring this museum, dedicated to understanding the past, into the 21st century.",11.0,Yes ,-73.9717106,40.7820454,More than 3 hours ,American Museum of Natural History,212-769-5100,32.0,4.5,13992.0,1028.0,USA,WA,3.11284046693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2494.0,1844.0,368.0,69.0,751.0,4.25294624892,0.122602269791,0.237750841751,1.0,-0.15,0.109247933758,0.362535727647,1.0,0.0,0.0722836863898,0.283070898378,0.85,-0.08,0.0296514946233,0.518176483449,0.866666666667,0.3,-0.125,0.125
30,"5700 S. Lake Shore Drive, Chicago, IL 60637-2093","The largest science museum in the Western Hemisphere! Housed in the only remaining building from the 1893 Worlds Fair, MSI is a Chicago must-see. Youll experience 14 acres of hands-on exhibits and have the chance to stand before a 40-foot tornado; climb aboard a World War II German submarine; take a run in a human-sized hamster wheel; descend into an Illinois coal mine; tour a fully functioning eco-friendly home; board a 727 hanging from the ceiling; transmit your pulse to a 13-foot, 3-D beating heart; and much more! MSI is not a place where you walk around quietly and observe. No way! You get involved in the funand learnby doing. Just a few miles from downtown with convenient underground parking.",3.0,Yes ,-87.5830586,41.7906088,More than 3 hours ,Museum of Science and Industry,773-684-1414,6.0,4.5,6867.0,614.0,USA,NV,0.977198697068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,487.0,117.0,21.0,11.0,63.0,3.73388773389,0.197491442047,0.312826118326,1.0,-0.75,0.102102191467,0.503903318903,1.0,0.0,0.0396713758328,0.2580369054,0.645,-0.24,0.01281640693,0.499805830977,0.709375,0.28,0.160714285714,0.404761904762
31,"1 E. 70th St., Fifth Ave., New York City, NY 10021-4994","Henry Frick once resided in this 18th-century French-style mansion; now its the home of his impressive art collection, which includes Titian, Vermeer, Rembrandt, El Greco, Goya, Whistler and more. ",3.0,,-73.966075,40.7737839,,Frick Collection,212-288-0700,10.0,4.5,6746.0,1028.0,USA,NY,0.972762645914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,832.0,1778.0,584.0,182.0,1047.0,4.76958973362,0.115928130511,0.273015873016,1.0,-0.208333333333,0.130755379189,0.411825396825,1.0,0.0,0.0124812903948,0.345160082973,0.497727272727,0.15,0.024182356058,0.585716171455,1.0,0.3875,0.75,0.75
32,"1750 Radford Blvd, NAS Pensacola, Pensacola, FL 32508-5400","Experience the magic of flight at the National Naval Aviation Museum! See over 4,000 artifacts and 150 aircraft representing Navy, Marine Corps and Coast Guard Aviation. Ride the flight simulators or catch all the drama and power of amazing IMAX films. Dine in the authentic Cubi Bar Cafe and take home the spirit of Naval Aviation with a unique memento from the Flight Deck Store. Spend a cool day inside the Museum and experience Hands-on-History! New Naval Air Station Entrance: All visitors to the National Naval Aviation Museum, Fort Barrancas and Pensacola Lighthouse who do not possess a Department of Defense identification card or are unescorted by the holder of a Department of Defense identification card, will be required to enter the installation via the West Gate located off Blue Angel Parkway.",0.0,,-87.2866995,30.355867,More than 3 hours ,National Naval Aviation Museum,18003275002,1.0,5.0,4057.0,103.0,USA,SD,0.970873786408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569.0,982.0,168.0,51.0,414.0,4.91567183134,0.187705555556,0.223333333333,1.0,-0.8,0.0844655006859,0.352962962963,1.0,0.0,0.0246094557777,0.385197210197,0.666666666667,0.1,0.0232954107567,0.539826238576,0.7,0.2,0.381980519481,0.693506493506
33,"350 E 3rd St, Port of Dubuque, Dubuque, IA 52001-2302","The National Mississippi River Museum & Aquarium features the culture, creatures and history of our the Mississippi and all our nation's rivers through dynamic exhibits and twelve large aquariums housed in two main centers. The impressive 14-acre riverfront campus includes a connecting plaza, a 3D/4D theater, boatyard, on-site dining options, and more! DIVE IN for a visit to the Museum & Aquarium, where fun & learning flow together!",0.0,,-90.661378,42.496887,2-3 hours ,National Mississippi River Museum & Aquarium,+1 800-226-3369,2.0,4.5,1036.0,62.0,USA,AZ,3.22580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.0,291.0,30.0,18.0,73.0,4.53333333333,0.150641802469,0.354777777778,1.0,0.0,0.153579950617,0.446888888889,1.0,0.0,0.0203987114836,0.245351605465,0.495833333333,-0.0214285714286,0.0268353482979,0.468516487721,0.731481481481,0.125,0.396825396825,0.438095238095
34,"63 W Chocolate Ave, Hershey, PA 17033-1502","Hershey starts here! How did Milton Hershey go from bankruptcy to brilliance, transforming chocolate from a luxury to an everyday treat? How did he invent a community? Why did he give away his fortune? That's the Hershey story. Enjoy a 45-minute, hands on class in the Chocolate Lab and sample warm drinking chocolate from around the world at Tastings. Grab a delicious treat from the Pantry Caf and find a unique assortment of keepsakes and chocolate at Museum Shop.",0.0,,-76.6521299,40.2852523,,The Hershey Story,+1 717-534-8939,4.0,4.5,1127.0,32.0,USA,FL,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.0,267.0,24.0,20.0,92.0,4.34203420342,0.107217635802,0.330611111111,0.875,-0.1125,0.143489802469,0.421777777778,1.0,0.0,0.0258765943887,0.409378006253,0.733333333333,0.216666666667,0.0457429833484,0.638391654642,1.0,0.32,0.435,0.74
35,"2600 Benjamin Franklin Pkwy, Philadelphia, PA 19130-2399","As one of the largest museums in the United States, the Philadelphia Museum of Art invites visitors from around the world to explore its renowned collections, acclaimed special exhibitions, and enriching programs, both in person and online. Rising majestically at the end of the Benjamin Franklin Parkway, the Philadelphia Museum of Art stands as one of the great art institutions of the world. In the over 125 years since its founding, it has grown far beyond the limits originally set for it. Today, the Museum houses over 225,000 works of art encompassing some of the greatest achievements of human creativity, and offers a wealth of exhibitions and educational programs for a public of all ages.",7.0,Yes ,-75.1811616,39.9658015,1-2 hours ,Philadelphia Museum of Art,12157638100,1.0,4.5,4713.0,423.0,USA,TX,0.236406619385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.0,1119.0,383.0,193.0,733.0,4.70065709418,0.156189333333,0.302,1.0,0.0,0.147288888889,0.293333333333,1.0,0.0,0.0245342412299,0.317538780664,0.6125,0.0,0.0481433007685,0.46875450938,0.825,0.0,0.331349206349,0.498677248677
36,"5401 Bay Shore Rd, Sarasota, FL 34243-2161","The Ringling is located in Sarasota, Florida and preserves the legacy of John and Mable Ringling. It is home to a Museum of Art, the historic Ca' d'Zan Mansion, Bayfront Gardens, an Art Library, the Circus Museums and the Historic Asolo Theater.",2.0,,-82.5645578,27.382924,,The Ringling,+1 941-359-5700,1.0,4.5,4450.0,131.0,USA,TN,0.763358778626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,902.0,1468.0,161.0,52.0,855.0,4.69432624113,0.106393055556,0.335833333333,1.0,-0.05,0.121468055556,0.424166666667,1.0,0.0,0.0133693263338,0.401689864838,0.633333333333,0.266666666667,0.0130190212363,0.630179516251,0.735714285714,0.4,0.0,0.0
37,"1549 El Prado, San Diego, CA 92101-1660","One of the most popular urban parks in the United States, this bucolic paradise is packed with an array of attractions, including the world-famous San Diego Zoo.",3.0,No ,-117.1495479,32.7311048,More than 3 hours ,Balboa Park,619-239-0512,3.0,4.5,7453.0,408.0,USA,CA,0.735294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.0,1970.0,422.0,259.0,882.0,4.70549758605,0.137888888889,0.316666666667,1.0,-0.2,0.13709691358,0.517222222222,1.0,0.0,0.0164848482526,0.361234758297,0.552,0.0666666666667,0.00370127237641,0.572789321789,0.696,0.486666666667,0.366666666667,0.466666666667
38,"1200 Getty Center Dr, Los Angeles, CA 90049-1657","Spectacular museum boasts a most impressive collection by such luminaries as Van Gogh, Monet and Cezanne, along with the architectural triumph of its six buildings and gardens.",5.0,Yes ,-118.4751057,34.0790329,2-3 hours ,The Getty Center,13104407300,1.0,5.0,9418.0,502.0,USA,AZ,0.199203187251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784.0,2046.0,538.0,223.0,1618.0,4.77360244323,0.0977388888889,0.196666666667,0.875,-0.25,0.1374,0.36,1.0,0.0,0.0238016681543,0.426617036162,0.668571428571,0.08,0.0220925458359,0.606619659801,0.828571428571,0.31,0.525,0.725
39,"5555 Hermann Park Dr, Houston, TX 77030-1718","This outstanding science museum has a spectacular collection of mineral specimens, a dinosaur skeleton, space-station models, a planetarium, IMAX theater and a six-story butterfly center in which these beautiful creatures land delicately on outstretched arms.",1.0,Yes ,-95.3892615,29.7215988,More than 3 hours ,The Houston Museum of Natural Science,17136394629,1.0,4.5,3070.0,261.0,USA,TN,0.383141762452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.0,531.0,146.0,134.0,370.0,4.62390670554,0.106582098765,0.429444444444,1.0,0.0,0.115054320988,0.554444444444,1.0,0.0,0.0100358770867,0.314462630583,0.544897959184,0.1425,0.00711710416596,0.511259176169,0.65,0.375,0.31,0.755
40,"100 Raoul Wallenberg Plaza SW, Washington DC, DC 20024-2126",A memorial and museum detailing the rise of Hitler's Germany and the horrors of World War II.,8.0,,-77.0326078,38.8867068,,United States Holocaust Memorial Museum,202-488-0400,5.0,4.5,7031.0,398.0,USA,DC,1.25628140704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,1548.0,467.0,294.0,830.0,4.70546395086,0.151097095023,0.0934632034632,0.6625,-1.0,0.144294229963,0.47032010582,1.0,0.0,0.0199193279944,0.15310966811,0.37,-0.0571428571429,0.0384260531776,0.492582972583,0.815,0.0,0.0,0.0
41,"300 Stewart Avenue, Las Vegas, NV 89101-2956",,3.0,,-115.1412426,36.1728147,2-3 hours ,The Mob Museum,17022292734,12.0,4.5,5115.0,447.0,USA,CA,2.68456375839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.0,2363.0,312.0,120.0,926.0,4.52528548124,0.0821148533951,0.300138888889,0.8125,-0.075,0.0761654320988,0.429444444444,1.0,0.0,0.0279989848159,0.20617733457,0.5975,-0.1,0.0212208789167,0.465048529513,0.796296296296,0.25,,
42,"5905 Wilshire Blvd, Los Angeles, CA 90036-4597","Since its inception in 1965, the Los Angeles County Museum of Art (LACMA) has been devoted to collecting works of art that span both history and geography, in addition to representing Los Angeles's uniquely diverse population.",5.0,Yes ,-118.3588851,34.0637913,2-3 hours ,Los Angeles County Museum of Art,+1 323-857-6000,9.0,4.5,1855.0,502.0,USA,KY,1.79282868526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.0,344.0,164.0,50.0,316.0,4.55284552846,0.124320094192,0.386428571429,1.0,0.0,0.145640019321,0.502747252747,1.0,0.0,0.0172264456976,0.241272546898,0.386688311688,-0.100694444444,0.0140962170868,0.491022208011,0.685416666667,0.25,0.375,1.0
43,"119 3rd Ave S, Nashville, TN 37201-2032","The Johnny Cash Museum features the world's largest collection of Johnny Cash artifacts and memorabilia in the world. Walk through the life of the Man in Black depicted in interactive exhibits, films and much more. We feature a Bongo Java Coffee Shop and Museum Cafe. Officially endorsed by the Cash Family. The museum recently received the coveted AAA GEM rating; the highest bestowed on an attraction. We are one of only six attractions in Nashville to have this distinction.",2.0,,-86.7758352,36.1608755,<1 hour ,The Johnny Cash Museum,+1 615-256-1777,8.0,4.5,3130.0,238.0,USA,AZ,3.36134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.0,1294.0,177.0,116.0,575.0,4.54648450516,0.181407936508,0.439761904762,1.0,0.0,0.134063580247,0.312777777778,1.0,0.0,0.0379374419572,0.356681096681,0.725,-0.0183333333333,0.0109786806427,0.618448773449,0.833333333333,0.476666666667,0.0833333333333,0.545833333333
44,"9404 East Marginal Way South, Seattle, WA 98108-4046","Walk the aisle of JFK's Air Force One and climb aboard the West Coast's only Concorde. Revel in the history and heroics of WWI and WWII. Barrel-roll a Mustang, land on the moon, and soar over Puget Sound in a simulator. Experience the excitement of the space race and sit at the controls of the world's fastest jet. From the Wright brothers to the exploration of Mars, you'll find it at The Museum of Flight!",1.0,Yes ,-122.2966729,47.5182137,2-3 hours ,The Museum of Flight,1 2067645700,2.0,4.5,4356.0,423.0,USA,NY,0.472813238771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.0,1053.0,264.0,191.0,555.0,4.72403335861,0.0794895061728,0.246111111111,1.0,0.0,0.127130709877,0.338611111111,1.0,0.0,0.00922166128427,0.327897446523,0.464285714286,0.15,0.00653852651891,0.50733457658,0.655,0.397916666667,0.25,0.7
45,"2201 N Field St, Dallas, TX 75201-1704",,3.0,,-96.8066158,32.7869275,,Perot Museum of Nature and Science,+1 214-428-5555,5.0,4.5,2242.0,224.0,USA,CA,2.23214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.0,370.0,97.0,89.0,290.0,4.4828396803,0.064546875,0.34375,0.8,0.0,0.0868026666667,0.382,0.9,0.0,0.0149110905119,0.389771497442,0.6375,0.25,0.0208497292413,0.50662987013,0.7125,0.25,,
