event_name,total_sales,month,url,location,year,date,ID
"Modern and Contemporary Arab,Iranian and Turkish Art Part II","3,498,875",Oct,http://www.christies.com/Modern-and-Contemporary-Arab-Iranian-24261.aspx,Dubai,2013,30,8065
Vintage Posters,"453,063",Oct,http://www.christies.com/Vintage-Posters-18232.aspx,"London, South Kensington",2013,30,9575
Christie's Interiors,"550,938",Oct,http://www.christies.com/Christies-Interiors-24194.aspx,"London, South Kensington",2013,29,9573
Important Watches,"1,591,750",Oct,http://www.christies.com/Important-Watches-24627.aspx,Dubai,2013,29,1195
"Modern and Contemporary Arab,Iranian and Turkish Art Part I","6,910,750",Oct,http://www.christies.com/Modern-and-Contemporary-Arab-Iranian-24260.aspx,Dubai,2013,29,8064
Prints & Multiples,"11,930,125",Oct,http://www.christies.com/Prints-and-Multiples-24017.aspx,"New York, Rockefeller Plaza",2013,29,2740
The Collection of Arthur & Charlotte Vershbow Part Four,"8,716,375",Oct,http://www.christies.com/The-Collection-of-Arthur-24356.aspx,"New York, Rockefeller Plaza",2013,29,2781
19th Century European Art,"7,345,250",Oct,http://www.christies.com/19th-Century-European-Art-24016.aspx,"New York, Rockefeller Plaza",2013,28,2739
"Dagny et Jan Runnqvist, Galerie Bonnier, un demi-sicle de passion et d'engagements artistiques","2,404,162",Oct,http://www.christies.com/Dagny-et-Jan-Runnqvist--23919.aspx,Paris,2013,26,3536
Antiquities,"3,408,250",Oct,http://www.christies.com/Antiquities-24150.aspx,"London, King Street",2013,24,1174
Fine and Rare Wines,"915,477",Oct,http://www.christies.com/Fine-and-Rare-Wines-24149.aspx,"London, King Street",2013,24,1173
The Connoisseur's Eye,"3,347,750",Oct,http://www.christies.com/The-Connoisseurs-Eye-24015.aspx,"New York, Rockefeller Plaza",2013,24,2738
Important Silver,"2,923,437",Oct,http://www.christies.com/Important-Silver-24014.aspx,"New York, Rockefeller Plaza",2013,23,2737
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,"3,202,187",Oct,http://www.christies.com/Michael-Taylor-and-the-24337.aspx,"New York, Rockefeller Plaza",2013,22,2775
Rendez-vous intrieurs classiques,"743,462",Oct,http://www.christies.com/Rendez-vous-intrieurs-classiques-24284.aspx,Paris,2013,21,3558
Post-War and Contemporary Art Day Auction,"10,181,000",Oct,http://www.christies.com/Post-War-and-Contemporary-Art-24119.aspx,"London, King Street",2013,19,1151
Post-War and Contemporary Art Evening Auction,"27,788,900",Oct,http://www.christies.com/Post-War-and-Contemporary-Art-24118.aspx,"London, King Street",2013,18,1150
The Italian Sale,"26,798,000",Oct,http://www.christies.com/The-Italian-Sale-24325.aspx,"London, King Street",2013,18,1175
THINKING BIG,"3,086,350",Oct,http://www.christies.com/THINKING-BIG-24537.aspx,"London, King Street",2013,17,1188
Le cabinet de curiosits de Jacques et Galila Hollander,"5,261,137",Oct,http://www.christies.com/Le-cabinet-de-curiosits-24570.aspx,Paris,2013,16,3579
Modern British and Irish Art,"868,812",Oct,http://www.christies.com/Modern-British-and-Irish-18226.aspx,"London, South Kensington",2013,16,9569
Asobi: Ingenious Creativity             Japanese Works of Art from Antiquity to Contemporary       And Ceramics from the Collection of Bernard Leach,"2,502,625",Oct,http://www.christies.com/Asobi-Ingenious-Creativity-24247.aspx,"London, South Kensington",2013,15,9555
Magnificent Jewels,"46,675,125",Oct,http://www.christies.com/Magnificent-Jewels-24013.aspx,"New York, Rockefeller Plaza",2013,15,2736
Photographs,"570,100",Oct,http://www.christies.com/Photographs-18219.aspx,"London, South Kensington",2013,15,9562
Arts & Textiles of the Islamic & Indian Worlds,"1,244,812",Oct,http://www.christies.com/Arts-and-Textiles-of-24246.aspx,"London, South Kensington",2013,11,9547
Fine and Rare Wines featuring the Immaculate Cellar and the Bordeaux Wine Collection,"2,729,581",Oct,http://www.christies.com/Fine-and-Rare-Wines-24012.aspx,"New York, Rockefeller Plaza",2013,11,2735
"Art of the Islamic and Indian Worlds Including a Private Collection Donated to Benefit The University of Oxford, Part IV","2,922,250",Oct,http://www.christies.com/Art-of-the-Islamic-24116.aspx,"London, King Street",2013,10,1148
"Travel, Science & Natural History","1,194,750",Oct,http://www.christies.com/Travel-Science-and-Natural-24245.aspx,"London, South Kensington",2013,10,9540
Jewellery,"785,562",Oct,http://www.christies.com/Jewellery-24244.aspx,"London, South Kensington",2013,9,9504
Rendez-Vous - Intrieurs Contemporains,"2,101,362",Oct,http://www.christies.com/Rendez-Vous--Intrieurs-Contemporains-24283.aspx,Paris,2013,9,3557
The Art of Collecting: Three Private Collections,"2,889,187",Oct,http://www.christies.com/The-Art-of-Collecting-24335.aspx,"New York, Rockefeller Plaza",2013,9,2776
Arbiters of Style: The Collection of Anthony Hail & Charles Posey,"1,927,875",Oct,http://www.christies.com/Arbiters-of-Style-The-24554.aspx,"New York, Rockefeller Plaza",2013,8,3433
Christie's Interiors,"409,562",Oct,http://www.christies.com/Christies-Interiors-24193.aspx,"London, South Kensington",2013,8,9502
Oriental Rugs and Carpets,"5,439,312",Oct,http://www.christies.com/Oriental-Rugs-and-Carpets-24114.aspx,"London, King Street",2013,8,1146
The Saeed Motamed Collection - Part II,"784,400",Oct,http://www.christies.com/The-Saeed-Motamed-Collection-24243.aspx,"London, South Kensington",2013,7,9472
Into Africa: Photographs by Peter Beard,"1,290,187",Oct,http://www.christies.com/Into-Africa-Photographs-by-24348.aspx,"New York, Rockefeller Plaza",2013,3,2780
Photographs,"4,535,187",Oct,http://www.christies.com/Photographs-24009.aspx,"New York, Rockefeller Plaza",2013,3,2732
European Noble & Private Collections Including Fine Tapestries,"3,424,650",Oct,http://www.christies.com/European-Noble-and-Private-24115.aspx,"London, King Street",2013,2,1147
Graphic Masterworks: A Century of Design,"348,062",Oct,http://www.christies.com/Graphic-Masterworks-A-Century-24242.aspx,"London, South Kensington",2013,2,9462
Christie's Interiors - Masters & Makers,"757,125",Oct,http://www.christies.com/Christies-Interiors--Masters-24192.aspx,"London, South Kensington",2013,1,9441
Galerie Camoin Demachy Meubles et objets d'arts du XVIIIe au dbut du XXe sicle,"2,068,275",Oct,http://www.christies.com/Galerie-Camoin-Demachy-Meubles-24569.aspx,Paris,2013,1,3574
Interiors,"1,807,500",Oct,http://www.christies.com/Interiors-24008.aspx,"New York, Rockefeller Plaza",2013,1,2731
Old Master and British Paintings,"2,244,250",Oct,http://www.christies.com/Old-Master-and-British-19840.aspx,"London, South Kensington",2014,30,5660
Topographical Pictures,"1,255,625",Oct,http://www.christies.com/Topographical-Pictures-25032.aspx,"London, King Street",2014,30,10235
Christie's Interiors,"242,125",Oct,http://www.christies.com/Christies-Interiors-19772.aspx,"London, South Kensington",2014,29,5777
Collection Willem Peppler,"6,644,362",Oct,http://www.christies.com/Collection-Willem-Peppler-25017.aspx,Paris,2014,29,3614
20/21 Design: 1900 to Now,"1,216,725",Oct,http://www.christies.com/2021-Design-1900-to-22412.aspx,"London, South Kensington",2014,28,5868
CHTEAU - A Distinguished American Collection of Important 19th Century Furniture & Works of Art,"2,428,575",Oct,http://www.christies.com/CHTEAU--A-Distinguished-24671.aspx,"London, King Street",2014,28,1562
Christie's Interiors,"253,188",Oct,http://www.christies.com/Christies-Interiors-22912.aspx,"London, South Kensington",2014,28,5465
19th Century European Art,"6,860,350",Oct,http://www.christies.com/19th-Century-European-Art-24474.aspx,"New York, Rockefeller Plaza",2014,27,2885
Asian and Western 20th Century & Contemporary Art,"95,400,500",Oct,http://www.christies.com/Asian-and-Western-20th-25671.aspx,Shanghai,2014,24,3397
Chinese Contemporary Design,"21,695,000",Oct,http://www.christies.com/Chinese-Contemporary-Design-25670.aspx,Shanghai,2014,24,3396
Prestigious Lifestyle,"15,254,500",Oct,http://www.christies.com/Prestigious-Lifestyle-25672.aspx,Shanghai,2014,24,3398
Art Moderne,"14,572,725",Oct,http://www.christies.com/Art-Moderne-24725.aspx,Paris,2014,23,3590
Fine and Rare Wines including Finest Port from the Symington Family Reserves,"943,631",Oct,http://www.christies.com/Fine-and-Rare-Wines-24669.aspx,"London, King Street",2014,23,1560
Prints and Multiples,"8,466,212",Oct,http://www.christies.com/Prints-and-Multiples-24475.aspx,"New York, Rockefeller Plaza",2014,23,2886
Important Jewels,"33,719,500",Oct,http://www.christies.com/Important-Jewels-24470.aspx,"New York, Rockefeller Plaza",2014,22,2881
Important Watches,"3,316,625",Oct,http://www.christies.com/Important-Watches-25020.aspx,Dubai,2014,22,1236
Silver and Objects of Vertu,"1,251,375",Oct,http://www.christies.com/Silver-and-Objects-of-24471.aspx,"New York, Rockefeller Plaza",2014,22,2882
Connoisseur's Eye,"2,635,938",Oct,http://www.christies.com/Connoisseurs-Eye-24473.aspx,"New York, Rockefeller Plaza",2014,21,2884
"Modern & Contemporary Arab, Iranian & Turkish Art","12,510,875",Oct,http://www.christies.com/Modern-and-Contemporary-Arab--24745.aspx,Dubai,2014,21,1233
Post-War and Contemporary Art Day Auction,"14,406,575",Oct,http://www.christies.com/Post-War-and-Contemporary-Art-24668.aspx,"London, King Street",2014,17,1559
Handbags & Accessories,"596,188",Oct,http://www.christies.com/Handbags-and-Accessories-24819.aspx,"New York, Rockefeller Plaza",2014,16,3816
Post-War and Contemporary Art Evening Auction,"40,344,500",Oct,http://www.christies.com/Post-War-and-Contemporary-Art-24667.aspx,"London, King Street",2014,16,1558
The Italian Sale,"27,584,000",Oct,http://www.christies.com/The-Italian-Sale-24744.aspx,"London, King Street",2014,16,1582
"Asobi: Ingenious Creativity, Japanese Works of Art from Antiquity to Contemporary","2,888,250",Oct,http://www.christies.com/Asobi-Ingenious-Creativity-Japanese-19573.aspx,"London, South Kensington",2014,15,5546
Forever Chic,"1,016,312",Oct,http://www.christies.com/Forever-Chic-25244.aspx,"New York, Rockefeller Plaza",2014,14,3968
Interiors by Nicolas Dufour,"1,413,537",Oct,http://www.christies.com/Interiors-by-Nicolas-Dufour-24732.aspx,Paris,2014,14,3597
Essl: 44 Works,"46,861,500",Oct,http://www.christies.com/Essl-44-Works-25589.aspx,"London, King Street",2014,13,10863
Arts & Textiles of the Islamic & Indian Worlds,"1,323,938",Oct,http://www.christies.com/Arts-and-Textiles-of-19269.aspx,"London, South Kensington",2014,10,5526
Fine Wines and Spirits Featuring Wine Direct From the Cellar of Chateau Angelus,"1,857,468",Oct,http://www.christies.com/Fine-Wines-and-Spirits-24469.aspx,"New York, Rockefeller Plaza",2014,10,2880
Art of the Islamic and Indian Worlds,"2,861,975",Oct,http://www.christies.com/Art-of-the-Islamic-24666.aspx,"London, King Street",2014,9,1557
Jewellery,"509,562",Oct,http://www.christies.com/Jewellery-22892.aspx,"London, South Kensington",2014,9,5498
"Travel, Science and Natural History","874,062",Oct,http://www.christies.com/Travel-Science-and-Natural-19098.aspx,"London, South Kensington",2014,8,5506
Christie's Interiors,"532,913",Oct,http://www.christies.com/Christies-Interiors-21127.aspx,"London, South Kensington",2014,7,5289
Important Chinese Snuff Bottles from a Distinguished American Collection,"29,526,250",Oct,http://www.christies.com/Important-Chinese-Snuff-Bottles-25410.aspx,Hong Kong,2014,7,3328
Oriental Rugs and Carpets,"1,586,500",Oct,http://www.christies.com/Oriental-Rugs-and-Carpets-24665.aspx,"London, King Street",2014,7,1556
The Hofland Collection,"3,979,625",Oct,http://www.christies.com/The-Hofland-Collection-25249.aspx,Amsterdam,2014,7,3060
The Pavilion Sale - Chinese Ceramics and Works of Art,"19,306,250",Oct,http://www.christies.com/The-Pavilion-Sale--25460.aspx,Hong Kong,2014,7,3329
Interiors,"1,610,000",Oct,http://www.christies.com/Interiors-24467.aspx,"New York, Rockefeller Plaza",2014,6,2878
Le cabinet de curiosits de Franois Antonovich,"509,237",Oct,http://www.christies.com/Le-cabinet-de-curiosits-25257.aspx,Paris,2014,6,3627
Asia+ / First Open,"22,392,500",Oct,http://www.christies.com/Asia--First-Open-25224.aspx,Hong Kong,2014,5,3327
Antiquities,"3,473,188",Oct,http://www.christies.com/Antiquities-24670.aspx,"London, King Street",2014,1,1561
European Noble & Private Collections Including Fine Tapestries Part II,"1,240,150",Oct,http://www.christies.com/European-Noble-and-Private-22389.aspx,"London, South Kensington",2014,1,5956
Old Master & British Paintings,"1,533,250",Oct,http://www.christies.com/Old-Master-and-British-25191.aspx,"London, South Kensington",2015,29,10451
Topographical Pictures,"1,613,725",Oct,http://www.christies.com/Topographical-Pictures-25258.aspx,"London, King Street",2015,29,10580
19th Century European Art,"3,925,000",Oct,http://www.christies.com/19th-Century-European-Art-25339.aspx,"New York, Rockefeller Plaza",2015,28,3782
Noble & Private Collections,"465,338",Oct,http://www.christies.com/Noble-and-Private-Collections-25433.aspx,"London, South Kensington",2015,28,10694
American Collecting in the English Tradition: Property of the Metropolitan Museum of Art,"4,308,125",Oct,http://www.christies.com/American-Collecting-in-the-25337.aspx,"New York, Rockefeller Plaza",2015,27,3780
Important Silver and Objects of Vertu,"1,165,375",Oct,http://www.christies.com/Important-Silver-and-Objects-25338.aspx,"New York, Rockefeller Plaza",2015,27,3781
Noble & Private Collections,"1,742,062",Oct,http://www.christies.com/Noble-and-Private-Collections-25427.aspx,"London, King Street",2015,27,10696
Prints & Multiples,"9,860,125",Oct,http://www.christies.com/Prints-and-Multiples-25335.aspx,"New York, Rockefeller Plaza",2015,27,3777
+86 Chinese Contemporary Art,"13,842,500",Oct,http://www.christies.com/86-Chinese-Contemporary-Art-26283.aspx,Shanghai,2015,24,12499
Asian And Western 20th Century & Contemporary Art (Evening Sale),"33,973,750",Oct,http://www.christies.com/Asian-And-Western-20th-26285.aspx,Shanghai,2015,24,3488
Chinese and Asian Contemporary Design,"14,658,750",Oct,http://www.christies.com/Chinese-and-Asian-Contemporary-26284.aspx,Shanghai,2015,24,3486
Elements Of Style,"6,590,625",Oct,http://www.christies.com/Elements-Of-Style-26278.aspx,Shanghai,2015,24,3485
Fine Wine and Spirits Featuring a Stellar Collection of Domaine de la Romanee-Conti and an Offering of Pre-Prohibition Rye Whiskey from the Collection of Richard Mellon Scaife,"2,701,431",Oct,http://www.christies.com/Fine-Wine-and-Spirits-25263.aspx,"New York, Rockefeller Plaza",2015,24,3779
Art Moderne,"16,485,850",Oct,http://www.christies.com/Art-Moderne-25736.aspx,Paris,2015,22,4038
Fine and Rare Wines Featuring a Vintage Port Tribute to 200 Years of Fonseca,"624,724",Oct,http://www.christies.com/Fine-and-Rare-Wines-25203.aspx,"London, King Street",2015,22,10464
Important Watches,"3,428,500",Oct,http://www.christies.com/Important-Watches-25687.aspx,Dubai,2015,21,1240
"The Opulent Eye - 19th Century Furniture, Sculpture, Works of Art, Ceramics & Carpets","5,088,375",Oct,http://www.christies.com/The-Opulent-Eye--25333.aspx,"New York, Rockefeller Plaza",2015,21,3775
Important Jewels,"19,969,375",Oct,http://www.christies.com/Important-Jewels-25334.aspx,"New York, Rockefeller Plaza",2015,20,3776
Modern & Contemporary Art,"7,162,375",Oct,http://www.christies.com/Modern-and-Contemporary-Art-25686.aspx,Dubai,2015,20,1239
Post War & Contemporary Art Day Auction,"11,387,275",Oct,http://www.christies.com/Post-War-and-Contemporary-25134.aspx,"London, King Street",2015,17,10384
Post War and Contemporary Art Evening Auction,"35,562,500",Oct,http://www.christies.com/Post-War-and-Contemporary-25133.aspx,"London, King Street",2015,16,10383
The Italian Sale,"43,166,500",Oct,http://www.christies.com/The-Italian-Sale-25692.aspx,"London, King Street",2015,16,11005
A Visual Odyssey Selections from LAC (Lambert Art Collection) Staged by Jacques Grange,"14,975,125",Oct,http://www.christies.com/A-Visual-Odyssey-Selections-26217.aspx,"London, King Street",2015,14,12352
ASOBI: Japanese and Korean Modern & Contemporary Art,"2,285,875",Oct,http://www.christies.com/ASOBI-Japanese-and-Korean-25920.aspx,"London, South Kensington",2015,14,11601
Jewellery & Watches,"670,938",Oct,http://www.christies.com/Jewellery-and-Watches-25181.aspx,"London, South Kensington",2015,14,10439
Arts & Textiles of the Islamic & Indian Worlds,"1,244,438",Oct,http://www.christies.com/Arts-and-Textiles-of-25694.aspx,"London, South Kensington",2015,9,11007
Art of the Islamic and Indian Worlds,"3,480,000",Oct,http://www.christies.com/Art-of-the-Islamic-25135.aspx,"London, King Street",2015,8,10386
"Travel, Science & Natural History","1,284,688",Oct,http://www.christies.com/Travel-Science-and-Natural-25693.aspx,"London, South Kensington",2015,8,11006
Christie's Interiors - Including 20th/21st Century Pictures,"278,988",Oct,http://www.christies.com/Christies-Interiors--Including-25401.aspx,"London, South Kensington",2015,7,10663
Living With Art,"2,799,250",Oct,http://www.christies.com/Living-With-Art-25331.aspx,"New York, Rockefeller Plaza",2015,7,3773
Sacs & Accessoires,"2,054,175",Oct,http://www.christies.com/Sacs-and-Accessoires-25926.aspx,Paris,2015,7,11622
Christie's Interiors,"467,938",Oct,http://www.christies.com/Christies-Interiors-25400.aspx,"London, South Kensington",2015,6,10662
Made in Holland,"1,933,250",Oct,http://www.christies.com/Made-in-Holland-25905.aspx,Amsterdam,2015,6,3061
Oriental Rugs and Carpets,"904,625",Oct,http://www.christies.com/Oriental-Rugs-and-Carpets-25125.aspx,"London, King Street",2015,6,10375
Photographs,"1,661,375",Oct,http://www.christies.com/Photographs-25330.aspx,"New York, Rockefeller Plaza",2015,6,3772
The Pavilion Sale - Chinese Ceramics & Works of Art,"41,901,875",Oct,http://www.christies.com/The-Pavilion-Sale--25732.aspx,Hong Kong,2015,6,3446
Un appartement quai d'Orsay dcor par Jansen,"2,673,162",Oct,http://www.christies.com/Un-appartement-quai-dOrsay-25968.aspx,Paris,2015,6,11854
Photographs: The Evening Sale,"1,061,000",Oct,http://www.christies.com/Photographs-The-Evening-Sale-25329.aspx,"New York, Rockefeller Plaza",2015,5,3771
Antiquities,"2,859,375",Oct,http://www.christies.com/Antiquities-25123.aspx,"London, King Street",2015,1,10373
Finest and Rarest Wines; A Superb Private Collection,"935,265",Oct,http://www.christies.com/Finest-and-Rarest-Wines--26230.aspx,"London, King Street",2015,1,12411
CARS,"1,661,358",Nov,http://www.christies.com/CARS-5660.aspx,"London, King Street",1998,30,6000
FINE JEWELLERY,"335,478",Nov,http://www.christies.com/FINE-JEWELLERY-8638.aspx,"London, South Kensington",1998,30,8218
BRITISH AND CONTINENTAL PICTURES,"151,133",Nov,http://www.christies.com/BRITISH-AND-CONTINENTAL-PICTURES-8634.aspx,"London, South Kensington",1998,26,8214
"British and Continental Silver, Edinburgh","131,951",Nov,http://www.christies.com/British-and-Continental-Silver--8922.aspx,Glasgow,1998,26,1601
"Fine Oil Paintings and Watercolour, Edinburgh","799,862",Nov,http://www.christies.com/Fine-Oil-Paintings-and-8923.aspx,Glasgow,1998,26,1602
Oriental Works of Art,"678,253",Nov,http://www.christies.com/Oriental-Works-of-Art-8635.aspx,"London, South Kensington",1998,26,8215
STUDIO POTTERY,"131,710",Nov,http://www.christies.com/STUDIO-POTTERY-8636.aspx,"London, South Kensington",1998,26,8216
THE DR. EUGENE & ROSE ANTELIS COLLECTION,"509,117",Nov,http://www.christies.com/THE-DR-EUGENE-and-8637.aspx,"London, South Kensington",1998,26,8217
CLOCKS,"596,544",Nov,http://www.christies.com/CLOCKS-8298.aspx,"London, King Street",1998,25,6070
"European Works of Art, Carpets and Furniture","1,298,954",Nov,http://www.christies.com/European-Works-of-Art--8631.aspx,"London, South Kensington",1998,25,8211
"Fine Furniture and Objects of Art, Edinburgh","520,823",Nov,http://www.christies.com/Fine-Furniture-and-Objects-8921.aspx,Glasgow,1998,25,1600
GLOBES AND PLANETARIA,"229,952",Nov,http://www.christies.com/GLOBES-AND-PLANETARIA-8630.aspx,"London, South Kensington",1998,25,8210
Jewellery and Watches,"1,883,746",Nov,http://www.christies.com/Jewellery-and-Watches-8721.aspx,Amsterdam,1998,25,2398
OLD MASTER PAINTINGS,"697,877",Nov,http://www.christies.com/OLD-MASTER-PAINTINGS-8494.aspx,"New York, East",1998,25,8179
ORIENTAL PAINTINGS AND PRINTS,"166,923",Nov,http://www.christies.com/ORIENTAL-PAINTINGS-AND-PRINTS-8633.aspx,"London, South Kensington",1998,25,8213
WATCHES,"387,665",Nov,http://www.christies.com/WATCHES-8297.aspx,"London, King Street",1998,25,6056
WATCHES AND WRISTWATCHES,"228,304",Nov,http://www.christies.com/WATCHES-AND-WRISTWATCHES-8632.aspx,"London, South Kensington",1998,25,8212
British Pictures,"1,295,545",Nov,http://www.christies.com/British-Pictures-8294.aspx,"London, King Street",1998,24,6053
British Watercolours,"783,588",Nov,http://www.christies.com/British-Watercolours-8295.aspx,"London, King Street",1998,24,6054
FRENCH AND COMPANY--MAGNIFICENT FRENCH & ENGLISH FURNITURE,"12,962,868",Nov,http://www.christies.com/FRENCH-AND-COMPANY-MAGNIFICENT-FRENCH-8686.aspx,"New York, Park Avenue",1998,24,9062
"Important Latin American Paintings, Drawings and Sculpture","9,019,455",Nov,http://www.christies.com/Important-Latin-American-Paintings--8534.aspx,"New York, Park Avenue",1998,24,9004
"Mobili, Oggetti d`Arte, Maioliche e Porcellane","2,443,679,000",Nov,http://www.christies.com/Mobili-Oggetti-dArte-Maioliche-8780.aspx,Rome,1998,24,2342
Modern Literature and Autographs,"658,237",Nov,http://www.christies.com/Modern-Literature-and-Autographs-8493.aspx,"New York, East",1998,24,8177
ORIENTAL COSTUME AND TEXTILES,"196,029",Nov,http://www.christies.com/ORIENTAL-COSTUME-AND-TEXTILES-8628.aspx,"London, South Kensington",1998,24,8208
SATSUMA,"59,225",Nov,http://www.christies.com/SATSUMA-8627.aspx,"London, South Kensington",1998,24,8207
SILVER AND PLATE,"119,686",Nov,http://www.christies.com/SILVER-AND-PLATE-8629.aspx,"London, South Kensington",1998,24,8209
"Silver, Judaica, Works of Art and Objects of Vertu","2,898,199",Nov,http://www.christies.com/Silver-Judaica-Works-of-8720.aspx,Amsterdam,1998,24,2397
Arte del XX Secolo,"4,002,651,000",Nov,http://www.christies.com/Arte-del-XX-Secolo-8779.aspx,Rome,1998,23,2341
BOOKS,"2,097,005",Nov,http://www.christies.com/BOOKS-8296.aspx,"London, King Street",1998,23,6055
THE MCKENNA LIBRARY SALE PART II,"430,042",Nov,http://www.christies.com/THE-MCKENNA-LIBRARY-SALE-8810.aspx,"London, King Street",1998,23,6095
UNITED STATES AND FOREIGN STAMPS AND COVERS,"906,792",Nov,http://www.christies.com/UNITED-STATES-AND-FOREIGN-8242.aspx,Spink America,1998,23,8956
"Stamps and Covers of Hong Kong & China, Hong Kong","1,150",Nov,http://www.christies.com/Stamps-and-Covers-of-9042.aspx,Spink Hong Kong,1998,22,1184
LALIQUE GLASS AND 20TH CENTURY BRONZES AND SCULPTURE,"482,310",Nov,http://www.christies.com/LALIQUE-GLASS-AND-20TH-8623.aspx,"London, South Kensington",1998,20,8204
PRINTED BOOKS,"79,770",Nov,http://www.christies.com/PRINTED-BOOKS-8624.aspx,"London, South Kensington",1998,20,8205
THE MACKENNA LIBRARY,"225,343",Nov,http://www.christies.com/THE-MACKENNA-LIBRARY-8625.aspx,"London, South Kensington",1998,20,8219
Twentieth Century Art,"18,228,905",Nov,http://www.christies.com/Twentieth-Century-Art-8572.aspx,"New York, Park Avenue",1998,20,8998
19TH CENTURY BRITISH AND CONTINENTAL CERAMICS,"175,065",Nov,http://www.christies.com/19TH-CENTURY-BRITISH-AND-8621.aspx,"London, South Kensington",1998,19,8202
BRITISH AND CONTINENTAL DRAWINGS AND WATERCOLOURS,"113,062",Nov,http://www.christies.com/BRITISH-AND-CONTINENTAL-DRAWINGS-8620.aspx,"London, South Kensington",1998,19,8201
CAMERAS AND OPTICAL TOYS,"162,236",Nov,http://www.christies.com/CAMERAS-AND-OPTICAL-TOYS-8622.aspx,"London, South Kensington",1998,19,8203
IMPORTANT PAINTINGS AND SCULPTURE FROM A EUROPEAN ESTATE,"97,662,700",Nov,http://www.christies.com/IMPORTANT-PAINTINGS-AND-SCULPTURE-8571.aspx,"New York, Park Avenue",1998,19,8996
Impressionist and Nineteenth Century Art,"14,565,225",Nov,http://www.christies.com/Impressionist-and-Nineteenth-Century-8570.aspx,"New York, Park Avenue",1998,19,8994
Twentieth Century Art,"69,070,500",Nov,http://www.christies.com/Twentieth-Century-Art-8700.aspx,"New York, Park Avenue",1998,19,9066
Twentieth Century Works on Paper,"12,660,300",Nov,http://www.christies.com/Twentieth-Century-Works-on-8573.aspx,"New York, Park Avenue",1998,19,9036
"CARPETS, DECORATIVE OBJECTS AND FURNITURE","166,169",Nov,http://www.christies.com/CARPETS-DECORATIVE-OBJECTS-AND-8617.aspx,"London, South Kensington",1998,18,8198
"European Ceramics, Dutch Delftware and Glass","417,965",Nov,http://www.christies.com/European-Ceramics-Dutch-Delftware-8719.aspx,Amsterdam,1998,18,2396
Impressionist and Nineteenth Century Art,"44,934,500",Nov,http://www.christies.com/Impressionist-and-Nineteenth-Century-8568.aspx,"New York, Park Avenue",1998,18,8992
KOSLOV COLLECTION OF CAMERAS AND SCIENTIFIC INSTRUMENTS,"242,583",Nov,http://www.christies.com/KOSLOV-COLLECTION-OF-CAMERAS-8619.aspx,"London, South Kensington",1998,18,8200
Magnificent Jewels,"31,611,425",Nov,http://www.christies.com/Magnificent-Jewels-8240.aspx,Geneva,1998,18,1255
MUSICAL INSTRUMENTS,"1,328,869",Nov,http://www.christies.com/MUSICAL-INSTRUMENTS-8618.aspx,"London, South Kensington",1998,18,8199
Art Deco Jewellery,"4,707,900",Nov,http://www.christies.com/Art-Deco-Jewellery-8239.aspx,Geneva,1998,17,1254
"Fine European Silver, Gold Boxes and Objects of Vertu","3,308,718",Nov,http://www.christies.com/Fine-European-Silver-Gold-8787.aspx,Geneva,1998,17,1251
JAPANESE,"1,592,455",Nov,http://www.christies.com/JAPANESE-8290.aspx,"London, King Street",1998,17,6049
JEWELLERY,"109,009",Nov,http://www.christies.com/JEWELLERY-8616.aspx,"London, South Kensington",1998,17,8197
MAJOLICA,"132,894",Nov,http://www.christies.com/MAJOLICA-8615.aspx,"London, South Kensington",1998,17,8196
ASIAN EXPORT ART FOR THE COUNTRY HOUSE,"634,270",Nov,http://www.christies.com/ASIAN-EXPORT-ART-FOR-8702.aspx,"London, King Street",1998,16,6073
FINE CHINESE CERAMICS AND WORKS OF ART,"858,145",Nov,http://www.christies.com/FINE-CHINESE-CERAMICS-AND-8288.aspx,"London, King Street",1998,16,6047
Important Watches and Wristwatches,"4,587,920",Nov,http://www.christies.com/Important-Watches-and-Wristwatches-8701.aspx,Geneva,1998,16,1250
MING - THE AGE OF REFINEMENT,"1,097,550",Nov,http://www.christies.com/MING--THE-AGE-8287.aspx,"London, King Street",1998,16,6046
Property of a Lady,"11,027,925",Nov,http://www.christies.com/Property-of-a-Lady-8690.aspx,Geneva,1998,16,1256
FINEST AND RAREST WINES (conducted with the retailer Zachys),"1,567,243",Nov,http://www.christies.com/FINEST-AND-RAREST-WINES-9091.aspx,Los Angeles,1998,14,9032
CLARICE CLIFF,"259,785",Nov,http://www.christies.com/CLARICE-CLIFF-8614.aspx,"London, South Kensington",1998,13,8195
Contemporary Art,"2,652,084",Nov,http://www.christies.com/Contemporary-Art-8575.aspx,"New York, Park Avenue",1998,13,9002
BRITISH PICTURES AND PORTRAITS,"482,241",Nov,http://www.christies.com/BRITISH-PICTURES-AND-PORTRAITS-8612.aspx,"London, South Kensington",1998,12,8193
Contemporary Art,"9,297,350",Nov,http://www.christies.com/Contemporary-Art-8574.aspx,"New York, Park Avenue",1998,12,9000
Important English Furniture inc.The Mermaid House Collection,"3,186,471",Nov,http://www.christies.com/Important-English-Furniture-incThe-8286.aspx,"London, King Street",1998,12,6045
Oriental Work of Art,"269,014",Nov,http://www.christies.com/Oriental-Work-of-Art-8613.aspx,"London, South Kensington",1998,12,8194
